Repeat,VAR2,Point,D2__CH1__DRAIN Voltage,D2__CH1__DRAIN Current,D2__CH1__DRAIN Time,D2__CH2__GATE Voltage,D2__CH2__GATE Current,D2__CH2__GATE Time,transc
1,1,282,1.00E-01,4.04E-05,3.06E+01,5.40E-01,4.92E-06,3.06E+01,-1.57E-04
1,1,283,1.00E-01,4.15E-05,3.07E+01,5.33E-01,4.77E-06,3.07E+01,-1.60E-04
1,1,284,1.00E-01,4.26E-05,3.08E+01,5.26E-01,4.55E-06,3.08E+01,-1.80E-04
1,1,285,1.00E-01,4.39E-05,3.10E+01,5.19E-01,4.36E-06,3.10E+01,-1.95E-04
1,1,286,1.00E-01,4.52E-05,3.11E+01,5.12E-01,4.17E-06,3.11E+01,-2.09E-04
1,1,287,1.00E-01,4.67E-05,3.12E+01,5.05E-01,3.99E-06,3.12E+01,-2.26E-04
1,1,288,1.00E-01,4.83E-05,3.13E+01,4.98E-01,3.83E-06,3.13E+01,-2.38E-04
1,1,289,1.00E-01,5.00E-05,3.14E+01,4.91E-01,3.65E-06,3.14E+01,-2.52E-04
1,1,290,1.00E-01,5.17E-05,3.15E+01,4.84E-01,3.48E-06,3.15E+01,-2.65E-04
1,1,291,1.00E-01,5.36E-05,3.16E+01,4.77E-01,3.31E-06,3.16E+01,-2.82E-04
1,1,292,1.00E-01,5.56E-05,3.17E+01,4.70E-01,3.14E-06,3.17E+01,-2.95E-04
1,1,293,1.00E-01,5.76E-05,3.18E+01,4.63E-01,2.98E-06,3.18E+01,-3.10E-04
1,1,294,1.00E-01,5.98E-05,3.19E+01,4.56E-01,2.82E-06,3.19E+01,-3.21E-04
1,1,295,1.00E-01,6.20E-05,3.20E+01,4.49E-01,2.67E-06,3.20E+01,-3.34E-04
1,1,296,1.00E-01,6.44E-05,3.21E+01,4.42E-01,2.52E-06,3.21E+01,-3.66E-04
1,1,297,1.00E-01,6.69E-05,3.23E+01,4.35E-01,2.42E-06,3.23E+01,-3.44E-04
1,1,298,1.00E-01,6.93E-05,3.24E+01,4.28E-01,2.24E-06,3.24E+01,-3.68E-04
1,1,299,1.00E-01,7.19E-05,3.25E+01,4.21E-01,2.10E-06,3.25E+01,-3.79E-04
1,1,300,1.00E-01,7.46E-05,3.26E+01,4.14E-01,1.96E-06,3.26E+01,-3.94E-04
1,1,301,1.00E-01,7.73E-05,3.27E+01,4.07E-01,1.82E-06,3.27E+01,-4.08E-04
1,1,302,1.00E-01,8.02E-05,3.28E+01,4.00E-01,1.70E-06,3.28E+01,-4.10E-04
1,1,303,1.00E-01,8.31E-05,3.29E+01,3.93E-01,1.57E-06,3.29E+01,-4.20E-04
1,1,304,1.00E-01,8.60E-05,3.30E+01,3.86E-01,1.44E-06,3.30E+01,-4.29E-04
1,1,305,1.00E-01,8.90E-05,3.31E+01,3.79E-01,1.32E-06,3.31E+01,-4.36E-04
1,1,306,1.00E-01,9.20E-05,3.32E+01,3.72E-01,1.20E-06,3.32E+01,-4.49E-04
1,1,307,1.00E-01,9.52E-05,3.33E+01,3.65E-01,1.09E-06,3.33E+01,-4.59E-04
1,1,308,1.00E-01,9.84E-05,3.34E+01,3.58E-01,9.83E-07,3.34E+01,-4.58E-04
1,1,309,1.00E-01,1.02E-04,3.35E+01,3.51E-01,8.72E-07,3.35E+01,-5.20E-04
1,1,310,1.00E-01,1.05E-04,3.37E+01,3.44E-01,8.57E-07,3.37E+01,-4.46E-04
1,1,311,1.00E-01,1.08E-04,3.38E+01,3.37E-01,7.10E-07,3.38E+01,-4.70E-04
1,1,312,1.00E-01,1.12E-04,3.39E+01,3.30E-01,5.96E-07,3.39E+01,-4.80E-04
1,1,313,1.00E-01,1.15E-04,3.40E+01,3.23E-01,4.95E-07,3.40E+01,-4.87E-04
1,1,314,1.00E-01,1.18E-04,3.41E+01,3.16E-01,4.00E-07,3.41E+01,-4.88E-04
1,1,315,1.00E-01,1.22E-04,3.42E+01,3.09E-01,3.10E-07,3.42E+01,-4.94E-04
1,1,316,1.00E-01,1.25E-04,3.43E+01,3.02E-01,2.29E-07,3.43E+01,-4.98E-04
1,1,317,1.00E-01,1.29E-04,3.44E+01,2.95E-01,1.42E-07,3.44E+01,-5.66E-04
1,1,318,1.00E-01,1.33E-04,3.46E+01,2.88E-01,1.70E-07,3.46E+01,-4.67E-04
1,1,319,1.00E-01,1.36E-04,3.47E+01,2.81E-01,5.08E-08,3.47E+01,-4.94E-04
1,1,320,1.00E-01,1.39E-04,3.48E+01,2.74E-01,-4.37E-08,3.48E+01,-4.92E-04
1,1,321,1.00E-01,1.43E-04,3.49E+01,2.67E-01,-1.35E-07,3.49E+01,-4.94E-04
1,1,322,1.00E-01,1.46E-04,3.50E+01,2.60E-01,-2.14E-07,3.50E+01,-4.93E-04
1,1,323,1.00E-01,1.50E-04,3.51E+01,2.53E-01,-2.88E-07,3.51E+01,-5.27E-04
1,1,324,1.00E-01,1.53E-04,3.53E+01,2.46E-01,-3.08E-07,3.53E+01,-4.81E-04
1,1,325,1.00E-01,1.57E-04,3.54E+01,2.39E-01,-3.97E-07,3.54E+01,-4.89E-04
1,1,326,1.00E-01,1.60E-04,3.55E+01,2.32E-01,-4.70E-07,3.55E+01,-4.87E-04
1,1,327,1.00E-01,1.64E-04,3.56E+01,2.25E-01,-5.39E-07,3.56E+01,-4.81E-04
1,1,328,1.00E-01,1.67E-04,3.57E+01,2.18E-01,-6.03E-07,3.57E+01,-4.80E-04
1,1,329,1.00E-01,1.70E-04,3.58E+01,2.11E-01,-6.72E-07,3.58E+01,-4.82E-04
1,1,330,1.00E-01,1.74E-04,3.59E+01,2.04E-01,-7.46E-07,3.59E+01,-4.68E-04
1,1,331,1.00E-01,1.77E-04,3.60E+01,1.97E-01,-8.13E-07,3.60E+01,-4.64E-04
1,1,332,1.00E-01,1.80E-04,3.61E+01,1.90E-01,-8.89E-07,3.61E+01,-4.88E-04
1,1,333,1.00E-01,1.84E-04,3.63E+01,1.83E-01,-9.13E-07,3.63E+01,-4.27E-04
1,1,334,1.00E-01,1.87E-04,3.64E+01,1.76E-01,-1.02E-06,3.64E+01,-4.39E-04
1,1,335,1.00E-01,1.90E-04,3.65E+01,1.69E-01,-1.11E-06,3.65E+01,-4.34E-04
1,1,336,1.00E-01,1.93E-04,3.66E+01,1.62E-01,-1.19E-06,3.66E+01,-4.28E-04
1,1,337,1.00E-01,1.96E-04,3.67E+01,1.55E-01,-1.28E-06,3.67E+01,-4.26E-04
1,1,338,1.00E-01,1.99E-04,3.68E+01,1.48E-01,-1.35E-06,3.68E+01,-4.06E-04
1,1,339,1.00E-01,2.02E-04,3.69E+01,1.41E-01,-1.44E-06,3.69E+01,-4.06E-04
1,1,340,1.00E-01,2.05E-04,3.70E+01,1.34E-01,-1.54E-06,3.70E+01,-3.98E-04
1,1,341,1.00E-01,2.07E-04,3.71E+01,1.27E-01,-1.63E-06,3.71E+01,-3.95E-04
1,1,342,1.00E-01,2.10E-04,3.72E+01,1.20E-01,-1.73E-06,3.72E+01,-3.96E-04
1,1,343,1.00E-01,2.13E-04,3.73E+01,1.13E-01,-1.81E-06,3.73E+01,-3.78E-04
1,1,344,1.00E-01,2.15E-04,3.74E+01,1.06E-01,-1.92E-06,3.74E+01,-3.74E-04
1,1,345,1.00E-01,2.18E-04,3.75E+01,9.90E-02,-2.03E-06,3.75E+01,-3.69E-04
1,1,346,1.00E-01,2.21E-04,3.76E+01,9.20E-02,-2.13E-06,3.76E+01,-4.04E-04
1,1,347,1.00E-01,2.23E-04,3.78E+01,8.50E-02,-2.16E-06,3.78E+01,-3.44E-04
1,1,348,1.00E-01,2.26E-04,3.79E+01,7.80E-02,-2.31E-06,3.79E+01,-3.50E-04
1,1,349,1.00E-01,2.28E-04,3.80E+01,7.10E-02,-2.43E-06,3.80E+01,-3.48E-04
1,1,350,1.00E-01,2.31E-04,3.81E+01,6.40E-02,-2.54E-06,3.81E+01,-3.43E-04
1,1,351,1.00E-01,2.33E-04,3.82E+01,5.70E-02,-2.66E-06,3.82E+01,-3.50E-04
1,1,352,1.00E-01,2.36E-04,3.83E+01,5.00E-02,-2.75E-06,3.83E+01,-3.35E-04
1,1,353,1.00E-01,2.38E-04,3.84E+01,4.30E-02,-2.87E-06,3.84E+01,-3.33E-04
1,1,354,1.00E-01,2.40E-04,3.85E+01,3.60E-02,-2.98E-06,3.85E+01,-3.30E-04
1,1,355,1.00E-01,2.43E-04,3.86E+01,2.90E-02,-3.10E-06,3.86E+01,-3.27E-04
1,1,356,1.00E-01,2.45E-04,3.87E+01,2.20E-02,-3.21E-06,3.87E+01,-3.25E-04
1,1,357,1.00E-01,2.47E-04,3.88E+01,1.50E-02,-3.32E-06,3.88E+01,-3.23E-04
1,1,358,1.00E-01,2.49E-04,3.89E+01,8.00E-03,-3.43E-06,3.89E+01,-3.20E-04
1,1,359,1.00E-01,2.52E-04,3.90E+01,1.00E-03,-3.53E-06,3.90E+01,-3.18E-04
1,1,360,1.00E-01,2.54E-04,3.91E+01,-6.00E-03,-3.64E-06,3.91E+01,-3.61E-04
1,1,361,1.00E-01,2.56E-04,3.93E+01,-1.30E-02,-3.65E-06,3.93E+01,-3.05E-04
1,1,362,1.00E-01,2.59E-04,3.94E+01,-2.00E-02,-3.78E-06,3.94E+01,-3.11E-04
1,1,363,1.00E-01,2.61E-04,3.95E+01,-2.70E-02,-3.89E-06,3.95E+01,-3.11E-04
1,1,364,1.00E-01,2.63E-04,3.96E+01,-3.40E-02,-3.98E-06,3.96E+01,-3.10E-04
1,1,365,1.00E-01,2.65E-04,3.97E+01,-4.10E-02,-4.07E-06,3.97E+01,-3.27E-04
1,1,366,1.00E-01,2.67E-04,3.98E+01,-4.80E-02,-4.13E-06,3.98E+01,-3.05E-04
1,1,367,1.00E-01,2.70E-04,3.99E+01,-5.50E-02,-4.21E-06,3.99E+01,-3.05E-04
1,1,368,1.00E-01,2.72E-04,4.00E+01,-6.20E-02,-4.29E-06,4.00E+01,-3.04E-04
1,1,369,1.00E-01,2.74E-04,4.01E+01,-6.90E-02,-4.37E-06,4.01E+01,-3.02E-04
1,1,370,1.00E-01,2.76E-04,4.02E+01,-7.60E-02,-4.44E-06,4.02E+01,-3.01E-04
1,1,371,1.00E-01,2.78E-04,4.03E+01,-8.30E-02,-4.50E-06,4.03E+01,-3.02E-04
1,1,372,1.00E-01,2.80E-04,4.04E+01,-9.00E-02,-4.56E-06,4.04E+01,-2.98E-04
1,1,373,1.00E-01,2.82E-04,4.05E+01,-9.70E-02,-4.62E-06,4.05E+01,-2.99E-04
1,1,374,1.00E-01,2.84E-04,4.06E+01,-1.04E-01,-4.67E-06,4.06E+01,-3.44E-04
1,1,375,1.00E-01,2.87E-04,4.08E+01,-1.11E-01,-4.62E-06,4.08E+01,-2.84E-04
1,1,376,1.00E-01,2.89E-04,4.09E+01,-1.18E-01,-4.70E-06,4.09E+01,-2.88E-04
1,1,377,1.00E-01,2.91E-04,4.10E+01,-1.25E-01,-4.75E-06,4.10E+01,-2.87E-04
1,1,378,1.00E-01,2.93E-04,4.11E+01,-1.32E-01,-4.80E-06,4.11E+01,-2.87E-04
1,1,379,1.00E-01,2.95E-04,4.12E+01,-1.39E-01,-4.84E-06,4.12E+01,-3.05E-04
1,1,380,1.00E-01,2.97E-04,4.13E+01,-1.46E-01,-4.84E-06,4.13E+01,-2.81E-04
1,1,381,1.00E-01,2.99E-04,4.14E+01,-1.53E-01,-4.88E-06,4.14E+01,-2.79E-04
1,1,382,1.00E-01,3.01E-04,4.15E+01,-1.60E-01,-4.92E-06,4.15E+01,-2.76E-04
1,1,383,1.00E-01,3.03E-04,4.16E+01,-1.67E-01,-4.96E-06,4.16E+01,-2.73E-04
1,1,384,1.00E-01,3.05E-04,4.17E+01,-1.74E-01,-4.99E-06,4.17E+01,-2.74E-04
1,1,385,1.00E-01,3.07E-04,4.18E+01,-1.81E-01,-5.02E-06,4.18E+01,-2.68E-04
1,1,386,1.00E-01,3.08E-04,4.19E+01,-1.88E-01,-5.05E-06,4.19E+01,-2.64E-04
1,1,387,1.00E-01,3.10E-04,4.20E+01,-1.95E-01,-5.08E-06,4.20E+01,-2.63E-04
1,1,388,1.00E-01,3.12E-04,4.21E+01,-2.02E-01,-5.12E-06,4.21E+01,-3.07E-04
1,1,389,1.00E-01,3.14E-04,4.23E+01,-2.09E-01,-5.02E-06,4.23E+01,-2.42E-04
1,1,390,1.00E-01,3.16E-04,4.24E+01,-2.16E-01,-5.10E-06,4.24E+01,-2.46E-04
1,1,391,1.00E-01,3.18E-04,4.25E+01,-2.23E-01,-5.15E-06,4.25E+01,-2.46E-04
1,1,392,1.00E-01,3.19E-04,4.26E+01,-2.30E-01,-5.19E-06,4.26E+01,-2.41E-04
1,1,393,1.00E-01,3.21E-04,4.27E+01,-2.37E-01,-5.24E-06,4.27E+01,-2.57E-04
1,1,394,1.00E-01,3.23E-04,4.28E+01,-2.44E-01,-5.24E-06,4.28E+01,-2.33E-04
1,1,395,1.00E-01,3.25E-04,4.29E+01,-2.51E-01,-5.30E-06,4.29E+01,-2.29E-04
1,1,396,1.00E-01,3.26E-04,4.30E+01,-2.58E-01,-5.35E-06,4.30E+01,-2.28E-04
1,1,397,1.00E-01,3.28E-04,4.31E+01,-2.65E-01,-5.41E-06,4.31E+01,-2.24E-04
1,1,398,1.00E-01,3.29E-04,4.32E+01,-2.72E-01,-5.47E-06,4.32E+01,-2.21E-04
1,1,399,1.00E-01,3.31E-04,4.33E+01,-2.79E-01,-5.52E-06,4.33E+01,-2.18E-04
1,1,400,1.00E-01,3.32E-04,4.34E+01,-2.86E-01,-5.58E-06,4.34E+01,-2.16E-04
1,1,401,1.00E-01,3.34E-04,4.35E+01,-2.93E-01,-5.64E-06,4.35E+01,-1.14E-03
