Repeat,Point,D1__CH1__DRAIN Voltage,D1__CH1__DRAIN Current,D1__CH1__DRAIN Time,D1__CH2__DRAIN Voltage,D1__CH2__DRAIN Current,D1__CH2__DRAIN Time,D2__CH1__DRAIN Voltage,D2__CH1__DRAIN Current,D2__CH1__DRAIN Time,D2__CH2__GATE Voltage,D2__CH2__GATE Current,D2__CH2__GATE Time
1,1,100.00000E-003,252.51200E-006,20.00000E-003,100.00000E-003,489.77400E-006,20.00000E-003,100.00000E-003,478.68400E-006,20.00000E-003,337.00000E-003,1.05170E-006,20.00000E-003
1,2,100.00000E-003,252.50400E-006,120.00000E-003,100.00000E-003,489.76100E-006,120.00000E-003,100.00000E-003,478.68600E-006,120.00000E-003,337.00000E-003,1.05140E-006,120.00000E-003
1,3,100.00000E-003,252.49100E-006,220.00000E-003,100.00000E-003,489.75100E-006,220.00000E-003,100.00000E-003,478.69200E-006,220.00000E-003,337.00000E-003,1.05190E-006,220.00000E-003
1,4,100.00000E-003,252.47800E-006,320.00000E-003,100.00000E-003,489.73100E-006,320.00000E-003,100.00000E-003,478.69000E-006,320.00000E-003,337.00000E-003,1.05170E-006,320.00000E-003
1,5,100.00000E-003,252.45700E-006,420.00000E-003,99.99990E-003,489.72800E-006,420.00000E-003,100.00000E-003,478.68500E-006,420.00000E-003,337.00000E-003,1.05160E-006,420.00000E-003
1,6,100.00000E-003,252.43100E-006,520.00000E-003,100.00000E-003,489.73700E-006,520.00000E-003,100.00000E-003,478.68100E-006,520.00000E-003,337.00000E-003,1.05180E-006,520.00000E-003
1,7,100.00000E-003,252.42100E-006,620.00000E-003,100.00000E-003,489.76100E-006,620.00000E-003,100.00000E-003,478.67100E-006,620.00000E-003,337.00000E-003,1.05140E-006,620.00000E-003
1,8,100.00000E-003,252.44500E-006,720.00000E-003,100.00000E-003,489.72600E-006,720.00000E-003,100.00000E-003,478.67000E-006,720.00000E-003,337.00000E-003,1.05170E-006,720.00000E-003
1,9,100.00000E-003,252.45100E-006,820.00000E-003,100.00000E-003,489.68400E-006,820.00000E-003,100.00000E-003,478.66600E-006,820.00000E-003,337.00000E-003,1.05160E-006,820.00000E-003
1,10,100.00000E-003,252.46500E-006,920.00000E-003,100.00000E-003,489.67700E-006,920.00000E-003,100.00000E-003,478.66500E-006,920.00000E-003,337.00000E-003,1.05130E-006,920.00000E-003
1,11,100.00000E-003,252.46300E-006,1.02000E+000,100.00000E-003,489.70800E-006,1.02000E+000,100.00000E-003,478.65000E-006,1.02000E+000,337.00000E-003,1.05110E-006,1.02000E+000
1,12,100.00000E-003,252.45500E-006,1.12000E+000,100.00000E-003,489.73000E-006,1.12000E+000,100.00000E-003,478.66100E-006,1.12000E+000,337.00000E-003,1.05110E-006,1.12000E+000
1,13,100.00000E-003,252.45100E-006,1.22000E+000,100.00000E-003,489.71400E-006,1.22000E+000,100.00000E-003,478.65600E-006,1.22000E+000,337.00000E-003,1.05110E-006,1.22000E+000
1,14,100.00000E-003,252.45200E-006,1.32000E+000,100.00000E-003,489.70800E-006,1.32000E+000,100.00000E-003,478.65100E-006,1.32000E+000,337.00000E-003,1.05080E-006,1.32000E+000
1,15,100.00000E-003,252.43400E-006,1.42000E+000,99.99990E-003,489.69700E-006,1.42000E+000,100.00000E-003,478.65200E-006,1.42000E+000,337.00000E-003,1.05130E-006,1.42000E+000
1,16,100.00000E-003,252.44300E-006,1.52000E+000,100.00000E-003,489.72200E-006,1.52000E+000,100.00000E-003,478.64200E-006,1.52000E+000,337.00000E-003,1.05110E-006,1.52000E+000
1,17,100.00000E-003,252.45500E-006,1.62000E+000,99.99990E-003,489.70600E-006,1.62000E+000,100.00000E-003,478.63900E-006,1.62000E+000,337.00000E-003,1.05110E-006,1.62000E+000
1,18,100.00000E-003,252.46500E-006,1.72000E+000,100.00000E-003,489.67400E-006,1.72000E+000,100.00000E-003,478.64500E-006,1.72000E+000,337.00000E-003,1.05120E-006,1.72000E+000
1,19,100.00000E-003,252.48600E-006,1.82000E+000,100.00000E-003,489.66900E-006,1.82000E+000,100.00000E-003,478.63800E-006,1.82000E+000,337.00000E-003,1.05110E-006,1.82000E+000
1,20,100.00000E-003,252.49300E-006,1.92000E+000,100.00000E-003,489.62800E-006,1.92000E+000,100.00000E-003,478.64900E-006,1.92000E+000,337.00000E-003,1.05060E-006,1.92000E+000
1,21,100.00000E-003,252.47700E-006,2.02000E+000,100.00000E-003,489.62700E-006,2.02000E+000,100.00000E-003,478.65000E-006,2.02000E+000,337.00000E-003,1.05060E-006,2.02000E+000
1,22,100.00000E-003,252.48400E-006,2.12000E+000,100.00000E-003,489.61400E-006,2.12000E+000,100.00000E-003,478.63900E-006,2.12000E+000,337.00000E-003,1.05080E-006,2.12000E+000
1,23,100.00000E-003,252.48200E-006,2.22000E+000,100.00000E-003,489.62000E-006,2.22000E+000,100.00000E-003,478.64000E-006,2.22000E+000,337.00000E-003,1.05080E-006,2.22000E+000
1,24,100.00000E-003,252.47800E-006,2.32000E+000,100.00000E-003,489.62000E-006,2.32000E+000,100.00000E-003,478.64100E-006,2.32000E+000,337.00000E-003,1.05040E-006,2.32000E+000
1,25,100.00000E-003,252.46300E-006,2.42000E+000,99.99990E-003,489.56400E-006,2.42000E+000,100.00000E-003,478.64400E-006,2.42000E+000,337.00000E-003,1.05060E-006,2.42000E+000
1,26,100.00000E-003,252.44700E-006,2.52000E+000,100.00000E-003,489.55800E-006,2.52000E+000,100.00000E-003,478.64300E-006,2.52000E+000,337.00000E-003,1.05050E-006,2.52000E+000
1,27,100.00000E-003,252.42700E-006,2.62000E+000,100.00000E-003,489.57700E-006,2.62000E+000,100.00000E-003,478.63200E-006,2.62000E+000,337.00000E-003,1.05060E-006,2.62000E+000
1,28,100.00000E-003,252.42700E-006,2.72000E+000,100.00000E-003,489.54100E-006,2.72000E+000,100.00000E-003,478.64400E-006,2.72000E+000,337.00000E-003,1.05050E-006,2.72000E+000
1,29,100.00000E-003,252.41700E-006,2.82000E+000,100.00000E-003,489.59600E-006,2.82000E+000,100.00000E-003,478.64300E-006,2.82000E+000,337.00000E-003,1.05030E-006,2.82000E+000
1,30,100.00000E-003,252.42700E-006,2.92000E+000,100.00000E-003,489.58600E-006,2.92000E+000,100.00000E-003,478.62700E-006,2.92000E+000,337.00000E-003,1.05030E-006,2.92000E+000
1,31,100.00000E-003,252.44600E-006,3.02000E+000,100.00000E-003,489.54400E-006,3.02000E+000,100.00000E-003,478.61800E-006,3.02000E+000,337.00000E-003,1.05040E-006,3.02000E+000
1,32,100.00000E-003,252.44700E-006,3.12000E+000,100.00000E-003,489.51500E-006,3.12000E+000,100.00000E-003,478.61800E-006,3.12000E+000,337.00000E-003,1.05070E-006,3.12000E+000
1,33,100.00000E-003,252.43600E-006,3.22000E+000,100.00000E-003,489.54100E-006,3.22000E+000,100.00000E-003,478.61300E-006,3.22000E+000,337.00000E-003,1.05030E-006,3.22000E+000
1,34,100.00000E-003,252.43500E-006,3.32000E+000,99.99990E-003,489.54100E-006,3.32000E+000,100.00000E-003,478.61500E-006,3.32000E+000,337.00000E-003,1.05050E-006,3.32000E+000
1,35,100.00000E-003,252.42300E-006,3.42000E+000,100.00000E-003,489.59600E-006,3.42000E+000,100.00000E-003,478.61200E-006,3.42000E+000,337.00000E-003,1.05020E-006,3.42000E+000
1,36,100.00000E-003,252.43000E-006,3.52000E+000,100.00000E-003,489.66600E-006,3.52000E+000,100.00000E-003,478.61800E-006,3.52000E+000,337.00000E-003,1.05000E-006,3.52000E+000
1,37,100.00000E-003,252.45400E-006,3.62000E+000,100.00000E-003,489.58800E-006,3.62000E+000,100.00000E-003,478.62300E-006,3.62000E+000,337.00000E-003,1.05000E-006,3.62000E+000
1,38,100.00000E-003,252.44600E-006,3.72000E+000,100.00000E-003,489.62400E-006,3.72000E+000,100.00000E-003,478.61600E-006,3.72000E+000,337.00000E-003,1.05000E-006,3.72000E+000
1,39,100.00000E-003,252.50200E-006,3.82000E+000,100.00000E-003,489.66600E-006,3.82000E+000,100.00000E-003,478.60700E-006,3.82000E+000,337.00000E-003,1.04990E-006,3.82000E+000
1,40,100.00000E-003,252.46900E-006,3.92000E+000,100.00000E-003,489.63700E-006,3.92000E+000,100.00000E-003,478.60300E-006,3.92000E+000,337.00000E-003,1.05010E-006,3.92000E+000
1,41,100.00000E-003,252.45300E-006,4.02000E+000,100.00000E-003,489.64400E-006,4.02000E+000,100.00000E-003,478.60600E-006,4.02000E+000,337.00000E-003,1.04990E-006,4.02000E+000
1,42,100.00000E-003,252.44400E-006,4.12000E+000,100.00000E-003,489.63900E-006,4.12000E+000,100.00000E-003,478.60100E-006,4.12000E+000,337.00000E-003,1.04990E-006,4.12000E+000
1,43,100.00000E-003,252.44100E-006,4.22000E+000,100.00000E-003,489.58500E-006,4.22000E+000,100.00000E-003,478.59800E-006,4.22000E+000,337.00000E-003,1.04970E-006,4.22000E+000
1,44,100.00000E-003,252.43300E-006,4.32000E+000,100.00000E-003,489.58400E-006,4.32000E+000,100.00000E-003,478.59300E-006,4.32000E+000,337.00000E-003,1.04990E-006,4.32000E+000
1,45,100.00000E-003,252.44300E-006,4.42000E+000,100.00000E-003,489.58800E-006,4.42000E+000,100.00000E-003,478.59400E-006,4.42000E+000,337.00000E-003,1.04950E-006,4.42000E+000
1,46,100.00000E-003,252.42600E-006,4.52000E+000,100.00000E-003,489.58600E-006,4.52000E+000,100.00000E-003,478.58500E-006,4.52000E+000,337.00000E-003,1.04950E-006,4.52000E+000
1,47,100.00000E-003,252.42800E-006,4.62000E+000,100.00000E-003,489.60300E-006,4.62000E+000,100.00000E-003,478.59000E-006,4.62000E+000,337.00000E-003,1.04970E-006,4.62000E+000
1,48,100.00000E-003,252.44100E-006,4.72000E+000,100.00000E-003,489.62700E-006,4.72000E+000,100.00000E-003,478.58700E-006,4.72000E+000,337.00000E-003,1.04970E-006,4.72000E+000
1,49,99.99990E-003,252.44400E-006,4.82000E+000,100.00000E-003,489.61900E-006,4.82000E+000,100.00000E-003,478.58700E-006,4.82000E+000,337.00000E-003,1.04940E-006,4.82000E+000
1,50,100.00000E-003,252.44600E-006,4.92000E+000,100.00000E-003,489.57400E-006,4.92000E+000,100.00000E-003,478.57900E-006,4.92000E+000,337.00000E-003,1.04940E-006,4.92000E+000
1,51,100.00000E-003,252.44300E-006,5.02000E+000,100.00000E-003,489.57800E-006,5.02000E+000,100.00000E-003,478.58800E-006,5.02000E+000,337.00000E-003,1.04950E-006,5.02000E+000
1,52,100.00000E-003,252.44800E-006,5.12000E+000,100.00000E-003,489.58400E-006,5.12000E+000,100.00000E-003,478.59100E-006,5.12000E+000,337.00000E-003,1.04950E-006,5.12000E+000
1,53,100.00000E-003,252.44400E-006,5.22000E+000,100.00000E-003,489.57200E-006,5.22000E+000,100.00000E-003,478.58800E-006,5.22000E+000,337.00000E-003,1.04930E-006,5.22000E+000
1,54,100.00000E-003,252.45100E-006,5.32000E+000,100.00000E-003,489.61400E-006,5.32000E+000,100.00000E-003,478.58200E-006,5.32000E+000,337.00000E-003,1.04930E-006,5.32000E+000
1,55,100.00000E-003,252.44800E-006,5.42000E+000,100.00000E-003,489.57400E-006,5.42000E+000,100.00000E-003,478.57000E-006,5.42000E+000,337.00000E-003,1.04920E-006,5.42000E+000
1,56,100.00000E-003,252.42000E-006,5.52000E+000,100.00000E-003,489.54500E-006,5.52000E+000,100.00000E-003,478.56100E-006,5.52000E+000,337.00000E-003,1.04940E-006,5.52000E+000
1,57,100.00000E-003,252.44400E-006,5.62000E+000,100.00000E-003,489.55500E-006,5.62000E+000,100.00000E-003,478.57300E-006,5.62000E+000,337.00000E-003,1.04890E-006,5.62000E+000
1,58,100.00000E-003,252.47300E-006,5.72000E+000,100.00000E-003,489.52500E-006,5.72000E+000,100.00000E-003,478.55800E-006,5.72000E+000,337.00000E-003,1.04920E-006,5.72000E+000
1,59,100.00000E-003,252.50100E-006,5.82000E+000,100.00000E-003,489.54000E-006,5.82000E+000,100.00000E-003,478.55900E-006,5.82000E+000,337.00000E-003,1.04890E-006,5.82000E+000
1,60,100.00000E-003,252.51100E-006,5.92000E+000,100.00000E-003,489.52800E-006,5.92000E+000,100.00000E-003,478.55700E-006,5.92000E+000,337.00000E-003,1.04910E-006,5.92000E+000
1,61,100.00000E-003,252.49500E-006,6.02000E+000,99.99990E-003,489.51900E-006,6.02000E+000,100.00000E-003,478.55000E-006,6.02000E+000,337.00000E-003,1.04900E-006,6.02000E+000
1,62,100.00000E-003,252.50200E-006,6.12000E+000,100.00000E-003,489.52200E-006,6.12000E+000,100.00000E-003,478.54900E-006,6.12000E+000,337.00000E-003,1.04910E-006,6.12000E+000
1,63,100.00000E-003,252.48300E-006,6.22000E+000,99.99990E-003,489.49400E-006,6.22000E+000,100.00000E-003,478.56300E-006,6.22000E+000,337.00000E-003,1.04870E-006,6.22000E+000
1,64,100.00000E-003,252.47900E-006,6.32000E+000,100.00000E-003,489.50300E-006,6.32000E+000,100.00000E-003,478.56200E-006,6.32000E+000,337.00000E-003,1.04900E-006,6.32000E+000
1,65,100.00000E-003,252.47900E-006,6.42000E+000,99.99990E-003,489.50300E-006,6.42000E+000,100.00000E-003,478.55200E-006,6.42000E+000,337.00000E-003,1.04880E-006,6.42000E+000
1,66,100.00000E-003,252.48100E-006,6.52000E+000,100.00000E-003,489.45500E-006,6.52000E+000,100.00000E-003,478.54200E-006,6.52000E+000,337.00000E-003,1.04910E-006,6.52000E+000
1,67,100.00000E-003,252.47300E-006,6.62000E+000,100.00000E-003,489.48600E-006,6.62000E+000,100.00000E-003,478.54000E-006,6.62000E+000,337.00000E-003,1.04880E-006,6.62000E+000
1,68,100.00000E-003,252.48300E-006,6.72000E+000,100.00000E-003,489.51600E-006,6.72000E+000,100.00000E-003,478.54700E-006,6.72000E+000,337.00000E-003,1.04870E-006,6.72000E+000
1,69,100.00000E-003,252.49000E-006,6.82000E+000,100.00000E-003,489.50700E-006,6.82000E+000,100.00000E-003,478.54900E-006,6.82000E+000,337.00000E-003,1.04850E-006,6.82000E+000
1,70,100.00000E-003,252.47800E-006,6.92000E+000,99.99990E-003,489.45600E-006,6.92000E+000,100.00000E-003,478.55600E-006,6.92000E+000,337.00000E-003,1.04850E-006,6.92000E+000
1,71,100.00000E-003,252.48800E-006,7.02000E+000,100.00000E-003,489.46100E-006,7.02000E+000,100.00000E-003,478.53700E-006,7.02000E+000,337.00000E-003,1.04860E-006,7.02000E+000
1,72,100.00000E-003,252.48800E-006,7.12000E+000,100.00000E-003,489.42400E-006,7.12000E+000,100.00000E-003,478.52800E-006,7.12000E+000,337.00000E-003,1.04860E-006,7.12000E+000
1,73,100.00000E-003,252.48100E-006,7.22000E+000,100.00000E-003,489.40400E-006,7.22000E+000,100.00000E-003,478.52300E-006,7.22000E+000,337.00000E-003,1.04880E-006,7.22000E+000
1,74,100.00000E-003,252.49400E-006,7.32000E+000,100.00000E-003,489.36900E-006,7.32000E+000,100.00000E-003,478.52500E-006,7.32000E+000,337.00000E-003,1.04830E-006,7.32000E+000
1,75,100.00000E-003,252.48600E-006,7.42000E+000,100.00000E-003,489.38100E-006,7.42000E+000,100.00000E-003,478.52600E-006,7.42000E+000,337.00000E-003,1.04850E-006,7.42000E+000
1,76,100.00000E-003,252.47100E-006,7.52000E+000,100.00000E-003,489.39300E-006,7.52000E+000,100.00000E-003,478.53200E-006,7.52000E+000,337.00000E-003,1.04830E-006,7.52000E+000
1,77,100.00000E-003,252.47200E-006,7.62000E+000,100.00000E-003,489.40700E-006,7.62000E+000,100.00000E-003,478.53100E-006,7.62000E+000,337.00000E-003,1.04810E-006,7.62000E+000
1,78,100.00000E-003,252.51000E-006,7.72000E+000,100.00000E-003,489.46600E-006,7.72000E+000,100.00000E-003,478.52800E-006,7.72000E+000,337.00000E-003,1.04810E-006,7.72000E+000
1,79,100.00000E-003,252.49600E-006,7.82000E+000,100.00000E-003,489.48600E-006,7.82000E+000,100.00000E-003,478.52700E-006,7.82000E+000,337.00000E-003,1.04800E-006,7.82000E+000
1,80,100.00000E-003,252.48400E-006,7.92000E+000,100.00000E-003,489.49900E-006,7.92000E+000,100.00000E-003,478.53100E-006,7.92000E+000,337.00000E-003,1.04800E-006,7.92000E+000
1,81,100.00000E-003,252.49300E-006,8.02000E+000,100.00000E-003,489.50200E-006,8.02000E+000,100.00000E-003,478.52600E-006,8.02000E+000,337.00000E-003,1.04800E-006,8.02000E+000
1,82,100.00000E-003,252.47200E-006,8.12000E+000,100.00000E-003,489.47000E-006,8.12000E+000,100.00000E-003,478.53200E-006,8.12000E+000,337.00000E-003,1.04840E-006,8.12000E+000
1,83,100.00000E-003,252.44900E-006,8.22000E+000,99.99990E-003,489.46300E-006,8.22000E+000,100.00000E-003,478.52300E-006,8.22000E+000,337.00000E-003,1.04800E-006,8.22000E+000
1,84,100.00000E-003,252.44900E-006,8.32000E+000,100.00000E-003,489.45100E-006,8.32000E+000,100.00000E-003,478.52500E-006,8.32000E+000,337.00000E-003,1.04780E-006,8.32000E+000
1,85,100.00000E-003,252.45300E-006,8.42000E+000,100.00000E-003,489.43600E-006,8.42000E+000,100.00000E-003,478.52400E-006,8.42000E+000,337.00000E-003,1.04800E-006,8.42000E+000
1,86,100.00000E-003,252.45900E-006,8.52000E+000,100.00000E-003,489.44400E-006,8.52000E+000,100.00000E-003,478.52700E-006,8.52000E+000,337.00000E-003,1.04800E-006,8.52000E+000
1,87,100.00000E-003,252.44000E-006,8.62000E+000,100.00000E-003,489.45200E-006,8.62000E+000,100.00000E-003,478.52100E-006,8.62000E+000,337.00000E-003,1.04780E-006,8.62000E+000
1,88,100.00000E-003,252.47300E-006,8.72000E+000,100.00000E-003,489.44300E-006,8.72000E+000,100.00000E-003,478.50400E-006,8.72000E+000,337.00000E-003,1.04790E-006,8.72000E+000
1,89,100.00000E-003,252.46000E-006,8.82000E+000,100.00000E-003,489.41100E-006,8.82000E+000,100.00000E-003,478.50000E-006,8.82000E+000,337.00000E-003,1.04780E-006,8.82000E+000
1,90,100.00000E-003,252.46300E-006,8.92000E+000,100.00000E-003,489.39400E-006,8.92000E+000,100.00000E-003,478.50000E-006,8.92000E+000,337.00000E-003,1.04770E-006,8.92000E+000
1,91,99.99990E-003,252.45700E-006,9.02000E+000,100.00000E-003,489.40600E-006,9.02000E+000,100.00000E-003,478.49600E-006,9.02000E+000,337.00000E-003,1.04780E-006,9.02000E+000
1,92,100.00000E-003,252.46400E-006,9.12000E+000,99.99990E-003,489.45800E-006,9.12000E+000,100.00000E-003,478.48100E-006,9.12000E+000,337.00000E-003,1.04740E-006,9.12000E+000
1,93,100.00000E-003,252.45400E-006,9.22000E+000,100.00000E-003,489.48600E-006,9.22000E+000,100.00000E-003,478.49100E-006,9.22000E+000,337.00000E-003,1.04710E-006,9.22000E+000
1,94,100.00000E-003,252.45300E-006,9.32000E+000,100.00000E-003,489.50500E-006,9.32000E+000,100.00000E-003,478.49400E-006,9.32000E+000,337.00000E-003,1.04700E-006,9.32000E+000
1,95,100.00000E-003,252.45900E-006,9.42000E+000,100.00000E-003,489.49900E-006,9.42000E+000,100.00000E-003,478.48500E-006,9.42000E+000,337.00000E-003,1.04740E-006,9.42000E+000
1,96,99.99990E-003,252.44500E-006,9.52000E+000,100.00000E-003,489.50800E-006,9.52000E+000,100.00000E-003,478.47800E-006,9.52000E+000,337.00000E-003,1.04710E-006,9.52000E+000
1,97,100.00000E-003,252.44700E-006,9.62000E+000,99.99990E-003,489.51700E-006,9.62000E+000,100.00000E-003,478.46400E-006,9.62000E+000,337.00000E-003,1.04750E-006,9.62000E+000
1,98,100.00000E-003,252.45200E-006,9.72000E+000,100.00000E-003,489.48500E-006,9.72000E+000,100.00000E-003,478.46700E-006,9.72000E+000,337.00000E-003,1.04730E-006,9.72000E+000
1,99,100.00000E-003,252.43800E-006,9.82000E+000,100.00000E-003,489.47500E-006,9.82000E+000,100.00000E-003,478.46600E-006,9.82000E+000,337.00000E-003,1.04700E-006,9.82000E+000
1,100,100.00000E-003,252.45000E-006,9.92000E+000,99.99990E-003,489.44700E-006,9.92000E+000,100.00000E-003,478.46100E-006,9.92000E+000,337.00000E-003,1.04710E-006,9.92000E+000
1,101,100.00000E-003,252.43400E-006,10.02000E+000,100.00000E-003,489.43600E-006,10.02000E+000,100.00000E-003,478.45800E-006,10.02000E+000,337.00000E-003,1.04720E-006,10.02000E+000
1,102,100.00000E-003,252.43600E-006,10.12000E+000,100.00000E-003,489.43700E-006,10.12000E+000,100.00000E-003,478.45600E-006,10.12000E+000,337.00000E-003,1.04700E-006,10.12000E+000
1,103,100.00000E-003,252.44400E-006,10.22000E+000,99.99990E-003,489.43900E-006,10.22000E+000,100.00000E-003,478.45300E-006,10.22000E+000,337.00000E-003,1.04700E-006,10.22000E+000
1,104,100.00000E-003,252.44700E-006,10.32000E+000,100.00000E-003,489.43900E-006,10.32000E+000,100.00000E-003,478.44700E-006,10.32000E+000,337.00000E-003,1.04700E-006,10.32000E+000
1,105,100.00000E-003,252.45900E-006,10.42000E+000,100.00000E-003,489.43800E-006,10.42000E+000,100.00000E-003,478.44600E-006,10.42000E+000,337.00000E-003,1.04680E-006,10.42000E+000
1,106,100.00000E-003,252.44200E-006,10.52000E+000,99.99990E-003,489.43000E-006,10.52000E+000,100.00000E-003,478.43700E-006,10.52000E+000,337.00000E-003,1.04690E-006,10.52000E+000
1,107,100.00000E-003,252.43600E-006,10.62000E+000,100.00000E-003,489.43300E-006,10.62000E+000,100.00000E-003,478.44100E-006,10.62000E+000,337.00000E-003,1.04660E-006,10.62000E+000
1,108,100.00000E-003,252.43800E-006,10.72000E+000,100.00000E-003,489.45200E-006,10.72000E+000,100.00000E-003,478.44200E-006,10.72000E+000,337.00000E-003,1.04680E-006,10.72000E+000
1,109,100.00000E-003,252.43900E-006,10.82000E+000,100.00000E-003,489.46800E-006,10.82000E+000,100.00000E-003,478.44300E-006,10.82000E+000,337.00000E-003,1.04640E-006,10.82000E+000
1,110,100.00000E-003,252.43300E-006,10.92000E+000,100.00000E-003,489.46700E-006,10.92000E+000,100.00000E-003,478.43600E-006,10.92000E+000,337.00000E-003,1.04660E-006,10.92000E+000
1,111,100.00000E-003,252.43500E-006,11.02000E+000,100.00000E-003,489.42200E-006,11.02000E+000,100.00000E-003,478.44000E-006,11.02000E+000,337.00000E-003,1.04640E-006,11.02000E+000
1,112,100.00000E-003,252.43900E-006,11.12000E+000,99.99990E-003,489.42400E-006,11.12000E+000,100.00000E-003,478.43900E-006,11.12000E+000,337.00000E-003,1.04670E-006,11.12000E+000
1,113,100.00000E-003,252.42600E-006,11.22000E+000,100.00000E-003,489.42500E-006,11.22000E+000,100.00000E-003,478.42700E-006,11.22000E+000,337.00000E-003,1.04630E-006,11.22000E+000
1,114,100.00000E-003,252.42700E-006,11.32000E+000,100.00000E-003,489.47200E-006,11.32000E+000,100.00000E-003,478.43000E-006,11.32000E+000,337.00000E-003,1.04620E-006,11.32000E+000
1,115,100.00000E-003,252.41900E-006,11.42000E+000,100.00000E-003,489.44100E-006,11.42000E+000,100.00000E-003,478.42500E-006,11.42000E+000,337.00000E-003,1.04620E-006,11.42000E+000
1,116,99.99990E-003,252.41300E-006,11.52000E+000,100.00000E-003,489.43700E-006,11.52000E+000,100.00000E-003,478.42300E-006,11.52000E+000,337.00000E-003,1.04650E-006,11.52000E+000
1,117,100.00000E-003,252.41300E-006,11.62000E+000,100.00000E-003,489.43500E-006,11.62000E+000,100.00000E-003,478.42000E-006,11.62000E+000,337.00000E-003,1.04640E-006,11.62000E+000
1,118,100.00000E-003,252.42400E-006,11.72000E+000,100.00000E-003,489.37200E-006,11.72000E+000,100.00000E-003,478.42000E-006,11.72000E+000,337.00000E-003,1.04620E-006,11.72000E+000
1,119,99.99990E-003,252.41400E-006,11.82000E+000,100.00000E-003,489.36500E-006,11.82000E+000,100.00000E-003,478.42600E-006,11.82000E+000,337.00000E-003,1.04640E-006,11.82000E+000
1,120,100.00000E-003,252.41500E-006,11.92000E+000,99.99990E-003,489.33300E-006,11.92000E+000,100.00000E-003,478.41600E-006,11.92000E+000,337.00000E-003,1.04630E-006,11.92000E+000
1,121,99.99990E-003,252.41400E-006,12.02000E+000,100.00000E-003,489.33700E-006,12.02000E+000,100.00000E-003,478.41900E-006,12.02000E+000,337.00000E-003,1.04630E-006,12.02000E+000
1,122,100.00000E-003,252.41400E-006,12.12000E+000,100.00000E-003,489.33300E-006,12.12000E+000,100.00000E-003,478.41900E-006,12.12000E+000,337.00000E-003,1.04590E-006,12.12000E+000
1,123,100.00000E-003,252.41000E-006,12.22000E+000,100.00000E-003,489.31000E-006,12.22000E+000,100.00000E-003,478.41600E-006,12.22000E+000,337.00000E-003,1.04600E-006,12.22000E+000
1,124,100.00000E-003,252.41000E-006,12.32000E+000,100.00000E-003,489.32200E-006,12.32000E+000,100.00000E-003,478.40200E-006,12.32000E+000,337.00000E-003,1.04600E-006,12.32000E+000
1,125,100.00000E-003,252.40500E-006,12.42000E+000,100.00000E-003,489.33600E-006,12.42000E+000,100.00000E-003,478.40200E-006,12.42000E+000,337.00000E-003,1.04590E-006,12.42000E+000
1,126,100.00000E-003,252.40700E-006,12.52000E+000,100.00000E-003,489.34400E-006,12.52000E+000,100.00000E-003,478.40900E-006,12.52000E+000,337.00000E-003,1.04590E-006,12.52000E+000
1,127,100.00000E-003,252.40300E-006,12.62000E+000,100.00000E-003,489.35000E-006,12.62000E+000,100.00000E-003,478.40500E-006,12.62000E+000,337.00000E-003,1.04580E-006,12.62000E+000
1,128,100.00000E-003,252.41200E-006,12.72000E+000,100.00000E-003,489.35700E-006,12.72000E+000,100.00000E-003,478.40900E-006,12.72000E+000,337.00000E-003,1.04580E-006,12.72000E+000
1,129,100.00000E-003,252.41900E-006,12.82000E+000,100.00000E-003,489.34200E-006,12.82000E+000,100.00000E-003,478.40800E-006,12.82000E+000,337.00000E-003,1.04600E-006,12.82000E+000
1,130,100.00000E-003,252.40800E-006,12.92000E+000,100.00000E-003,489.30300E-006,12.92000E+000,100.00000E-003,478.40500E-006,12.92000E+000,337.00000E-003,1.04580E-006,12.92000E+000
1,131,100.00000E-003,252.39300E-006,13.02000E+000,100.00000E-003,489.32700E-006,13.02000E+000,100.00000E-003,478.40200E-006,13.02000E+000,337.00000E-003,1.04580E-006,13.02000E+000
1,132,100.00000E-003,252.37600E-006,13.12000E+000,100.00000E-003,489.28700E-006,13.12000E+000,100.00000E-003,478.40100E-006,13.12000E+000,337.00000E-003,1.04570E-006,13.12000E+000
1,133,100.00000E-003,252.41500E-006,13.22000E+000,100.00000E-003,489.29400E-006,13.22000E+000,100.00000E-003,478.39800E-006,13.22000E+000,337.00000E-003,1.04530E-006,13.22000E+000
1,134,100.00000E-003,252.38400E-006,13.32000E+000,99.99990E-003,489.29300E-006,13.32000E+000,100.00000E-003,478.40400E-006,13.32000E+000,337.00000E-003,1.04550E-006,13.32000E+000
1,135,100.00000E-003,252.39500E-006,13.42000E+000,100.00000E-003,489.29500E-006,13.42000E+000,100.00000E-003,478.39700E-006,13.42000E+000,337.00000E-003,1.04530E-006,13.42000E+000
1,136,100.00000E-003,252.39200E-006,13.52000E+000,100.00000E-003,489.26800E-006,13.52000E+000,100.00000E-003,478.38600E-006,13.52000E+000,337.00000E-003,1.04560E-006,13.52000E+000
1,137,100.00000E-003,252.39200E-006,13.62000E+000,100.00000E-003,489.21500E-006,13.62000E+000,100.00000E-003,478.40400E-006,13.62000E+000,337.00000E-003,1.04520E-006,13.62000E+000
1,138,100.00000E-003,252.39800E-006,13.72000E+000,100.00000E-003,489.22600E-006,13.72000E+000,100.00000E-003,478.40300E-006,13.72000E+000,337.00000E-003,1.04560E-006,13.72000E+000
