2999.69	667.514
2998.44	671.523
2997.19	681.429
2995.94	635.224
2994.7	657.155
2993.45	661.049
2992.2	554.786
2990.95	718.896
2989.7	604.651
2988.45	644.584
2987.2	676.498
2985.96	670.379
2984.71	686.271
2983.46	628.141
2982.21	648.035
2980.96	651.924
2979.71	593.83
2978.45	633.71
2977.2	643.596
2975.95	673.462
2974.7	687.334
2973.45	641.269
2972.2	671.12
2970.95	635.059
2969.69	716.815
2968.44	636.839
2967.19	648.706
2965.94	670.548
2964.68	654.471
2963.43	684.284
2962.18	668.21
2960.92	672.084
2959.67	628.102
2958.42	637.963
2957.16	649.814
2955.91	731.414
2954.65	627.674
2953.4	655.458
2952.14	703.153
2950.89	683.117
2949.63	609.324
2948.38	666.956
2947.12	660.87
2945.86	632.894
2944.61	664.624
2943.35	598.856
2942.1	698.214
2940.84	662.295
2939.58	610.48
2938.32	650.139
2937.07	646.053
2935.81	606.192
2934.55	641.858
2933.29	631.814
2932.03	595.949
2930.77	655.432
2929.52	700.993
2928.26	639.324
2927	643.185
2925.74	672.847
2924.48	728.296
2923.22	682.537
2921.96	601.085
2920.7	573.214
2919.44	628.643
2918.18	662.243
2916.91	670.059
2915.65	594.625
2914.39	663.885
2913.13	634.05
2911.87	606.206
2910.61	677.409
2909.34	621.842
2908.08	667.277
2906.82	603.812
2905.56	676.945
2904.29	716.41
2903.03	619.331
2901.76	688.468
2900.5	595.383
2899.24	660.545
2897.97	660.431
2896.71	676.134
2895.44	660.205
2894.18	650.211
2892.91	667.883
2891.65	687.525
2890.38	701.235
2889.12	598.416
2887.85	693.096
2886.58	612.031
2885.32	645.483
2884.05	667.083
2882.78	633.422
2881.52	716.177
2880.25	658.849
2878.98	662.681
2877.71	678.343
2876.45	650.624
2875.18	662.34
2873.91	601.128
2872.64	671.966
2871.37	705.345
2870.1	614.608
2868.83	612.533
2867.56	679.382
2866.29	653.67
2865.02	627.967
2863.75	629.827
2862.48	663.173
2861.21	635.514
2859.94	647.208
2858.67	735.605
2857.4	727.613
2856.13	621.314
2854.86	605.481
2853.58	634.86
2852.31	652.437
2851.04	658.22
2849.77	660.071
2848.49	675.671
2847.22	636.279
2845.95	657.768
2844.67	624.281
2843.4	704.65
2842.13	669.204
2840.85	700.483
2839.58	637.585
2838.3	633.553
2837.03	662.861
2835.75	623.531
2834.48	684.198
2833.2	638.998
2831.93	654.566
2830.65	607.427
2829.38	632.791
2828.1	615.054
2826.82	638.449
2825.55	650.088
2824.27	622.568
2822.99	579.397
2821.71	636.053
2820.44	633.987
2819.16	629.965
2817.88	618.121
2816.6	625.837
2815.32	617.908
2814.05	690.139
2812.77	654.835
2811.49	646.905
2810.21	660.472
2808.93	634.96
2807.65	632.898
2806.37	632.789
2805.09	691.261
2803.81	597.428
2802.53	677.359
2801.25	679.194
2799.97	636.147
2798.68	698.471
2797.4	620.323
2796.12	631.918
2794.84	604.509
2793.56	623.902
2792.27	699.819
2790.99	674.362
2789.71	664.502
2788.42	656.594
2787.14	615.573
2785.86	578.461
2784.57	619.255
2783.29	683.4
2782.01	673.549
2780.72	663.701
2779.44	696.669
2778.15	673.201
2776.87	597.217
2775.58	624.344
2774.3	635.904
2773.01	635.795
2771.72	620.133
2770.44	651.125
2769.15	590.77
2767.86	600.383
2766.58	643.018
2765.29	646.791
2764	611.724
2762.72	615.502
2761.43	646.457
2760.14	663.814
2758.85	642.353
2757.56	613.137
2756.27	628.551
2754.99	622.624
2753.7	630.274
2752.41	661.189
2751.12	639.75
2749.83	614.441
2748.54	645.343
2747.25	602.603
2745.96	641.245
2744.67	670.189
2743.38	613.911
2742.08	606.06
2740.79	578.852
2739.5	644.563
2738.21	681.223
2736.92	642.406
2735.63	609.406
2734.33	624.775
2733.04	657.545
2731.75	661.299
2730.45	626.385
2729.16	699.729
2727.87	657.091
2726.57	614.467
2725.28	647.204
2723.99	712.767
2722.69	633.461
2721.4	606.319
2720.1	683.438
2718.81	544.34
2717.51	654.253
2716.21	617.477
2714.92	625.088
2713.62	644.269
2712.33	663.444
2711.03	655.616
2709.73	692.134
2708.44	622.62
2707.14	649.494
2705.84	620.478
2704.54	691.655
2703.25	631.821
2701.95	656.749
2700.65	621.974
2699.35	656.522
2698.05	614.059
2696.75	708.259
2695.45	650.408
2694.16	636.828
2692.86	665.572
2691.56	623.144
2690.26	651.881
2688.96	634.465
2687.66	642.044
2686.35	688.06
2685.05	622.605
2683.75	620.576
2682.45	607.022
2681.15	643.409
2679.85	622.174
2678.55	675.825
2677.24	629.637
2675.94	627.609
2674.64	581.445
2673.33	590.938
2672.03	562.061
2670.73	638.682
2669.42	604.054
2668.12	611.619
2666.82	615.346
2665.51	653.573
2664.21	603.635
2662.9	664.842
2661.6	691.546
2660.29	662.696
2658.99	637.687
2657.68	696.93
2656.37	673.837
2655.07	633.527
2653.76	639.158
2652.46	591.214
2651.15	675.283
2649.84	642.651
2648.53	638.715
2647.23	577.42
2645.92	581.144
2644.61	596.333
2643.3	580.942
2641.99	584.663
2640.69	641.871
2639.38	597.83
2638.07	635.919
2636.76	649.174
2635.45	614.7
2634.14	643.223
2632.83	591.586
2631.52	591.483
2630.21	646.703
2628.9	623.703
2627.59	608.339
2626.28	627.3
2624.96	550.937
2623.65	634.706
2622.34	606.01
2621.03	607.81
2619.72	594.37
2618.4	626.646
2617.09	613.207
2615.78	613.1
2614.46	601.572
2613.15	626.211
2611.84	616.587
2610.52	612.674
2609.21	593.544
2607.89	650.503
2606.58	629.471
2605.27	591.333
2603.95	608.34
2602.63	589.227
2601.32	583.423
2600	600.423
2598.69	545.226
2597.37	554.628
2596.06	619.1
2594.74	618.992
2593.42	672.041
2592.1	618.777
2590.79	645.238
2589.47	565.434
2588.15	639.322
2586.83	610.76
2585.52	631.514
2584.2	584.002
2582.88	597.17
2581.56	625.498
2580.24	598.858
2578.92	644.228
2577.6	628.961
2576.28	636.428
2574.96	535.945
2573.64	573.722
2572.32	624.736
2571	611.378
2569.68	618.841
2568.36	565.753
2567.04	594.032
2565.71	593.929
2564.39	552.22
2563.07	582.377
2561.75	657.896
2560.42	631.319
2559.1	617.98
2557.78	663.22
2556.46	651.77
2555.13	632.768
2553.81	619.438
2552.48	587.23
2551.16	575.801
2549.84	639.877
2548.51	598.246
2547.19	583.047
2545.86	573.513
2544.54	579.071
2543.21	580.856
2541.88	561.899
2540.56	580.654
2539.23	571.128
2537.9	542.76
2536.58	572.813
2535.25	585.9
2533.92	544.359
2532.6	578.163
2531.27	547.935
2529.94	527.131
2528.61	583.507
2527.28	630.454
2525.96	585.185
2524.63	615.184
2523.3	545.481
2521.97	564.192
2520.64	584.777
2519.31	607.234
2517.98	565.776
