Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2__GATE Voltage,CH2__GATE Current,CH2__GATE Time
1,1,1,100.00000E-003,621.26000E-006,79.16900E-003,-299.95200E-003,-41.41900E-009,79.16900E-003
1,1,2,100.00000E-003,621.54800E-006,199.25000E-003,-294.99500E-003,-22.74500E-009,199.25000E-003
1,1,3,100.00000E-003,621.40400E-006,321.35000E-003,-290.01100E-003,-9.13370E-009,321.35000E-003
1,1,4,100.00000E-003,621.37300E-006,443.47500E-003,-284.92600E-003,-389.60000E-012,443.47500E-003
1,1,5,100.00000E-003,621.37000E-006,563.11800E-003,-279.94600E-003,6.49590E-009,563.11800E-003
1,1,6,100.00000E-003,620.82800E-006,690.42300E-003,-274.96200E-003,14.80870E-009,690.42300E-003
1,1,7,100.00000E-003,620.38600E-006,812.55000E-003,-269.94300E-003,19.72040E-009,812.55000E-003
1,1,8,100.00000E-003,620.08200E-006,921.97400E-003,-264.99800E-003,25.19000E-009,921.97400E-003
1,1,9,100.00000E-003,619.60600E-006,1.04413E+000,-259.92600E-003,33.27790E-009,1.04413E+000
1,1,10,100.00000E-003,618.97700E-006,1.19286E+000,-254.93900E-003,34.39110E-009,1.19286E+000
1,1,11,100.00000E-003,618.43300E-006,1.31499E+000,-249.98600E-003,40.72020E-009,1.31499E+000
1,1,12,100.00000E-003,618.08000E-006,1.43788E+000,-245.00300E-003,48.45720E-009,1.43788E+000
1,1,13,99.99990E-003,617.57600E-006,1.56230E+000,-239.94300E-003,51.89260E-009,1.56230E+000
1,1,14,100.00000E-003,617.10500E-006,1.69549E+000,-234.94500E-003,54.87310E-009,1.69549E+000
1,1,15,100.00000E-003,616.62300E-006,1.80508E+000,-229.99800E-003,57.85800E-009,1.80508E+000
1,1,16,100.00000E-003,616.28100E-006,2.03826E+000,-225.00000E-003,47.60000E-009,2.03826E+000
1,1,17,100.00000E-003,615.69100E-006,2.18741E+000,-219.99800E-003,53.62900E-009,2.18741E+000
1,1,18,100.00000E-003,615.21100E-006,2.41744E+000,-215.00100E-003,50.53000E-009,2.41744E+000
1,1,19,100.00000E-003,614.73000E-006,2.52371E+000,-209.99800E-003,64.11500E-009,2.52371E+000
1,1,20,100.00000E-003,614.32100E-006,2.66252E+000,-204.96330E-003,65.56040E-009,2.66252E+000
1,1,21,100.00000E-003,613.85900E-006,2.77191E+000,-199.99770E-003,76.69100E-009,2.77191E+000
1,1,22,100.00000E-003,613.20200E-006,2.99801E+000,-195.00010E-003,66.47000E-009,2.99801E+000
1,1,23,100.00000E-003,612.74000E-006,3.10430E+000,-189.99720E-003,80.83700E-009,3.10430E+000
1,1,24,99.99990E-003,612.34800E-006,3.22361E+000,-184.99780E-003,87.63200E-009,3.22361E+000
1,1,25,100.00000E-003,611.71500E-006,3.44974E+000,-180.00030E-003,77.39000E-009,3.44974E+000
1,1,26,100.00000E-003,611.21300E-006,3.55615E+000,-174.99760E-003,91.58500E-009,3.55615E+000
1,1,27,100.00000E-003,610.91600E-006,3.80129E+000,-170.00060E-003,80.70000E-009,3.80129E+000
1,1,28,100.00000E-003,610.52200E-006,3.90807E+000,-164.99830E-003,95.33100E-009,3.90807E+000
1,1,29,99.99990E-003,610.22400E-006,4.13418E+000,-160.00050E-003,87.14000E-009,4.13418E+000
1,1,30,100.00000E-003,610.44600E-006,4.24053E+000,-154.99770E-003,101.80500E-009,4.24053E+000
1,1,31,100.00000E-003,610.00000E-006,4.46676E+000,-150.00060E-003,93.01000E-009,4.46676E+000
1,1,32,99.99990E-003,609.47400E-006,4.57339E+000,-144.99800E-003,107.24400E-009,4.57339E+000
1,1,33,100.00000E-003,609.28300E-006,4.69041E+000,-139.99760E-003,113.84500E-009,4.69041E+000
1,1,34,100.00000E-003,608.91600E-006,4.91679E+000,-135.00070E-003,103.49000E-009,4.91679E+000
1,1,35,100.00000E-003,608.45400E-006,5.02311E+000,-129.99740E-003,117.83000E-009,5.02311E+000
1,1,36,100.00000E-003,607.74600E-006,5.24922E+000,-125.00070E-003,107.70000E-009,5.24922E+000
1,1,37,100.00000E-003,607.23600E-006,5.35558E+000,-119.99700E-003,121.89200E-009,5.35558E+000
1,1,38,100.00000E-003,606.36300E-006,5.58400E+000,-115.00110E-003,111.58000E-009,5.58400E+000
1,1,39,100.00000E-003,605.74400E-006,5.69033E+000,-109.99750E-003,125.66200E-009,5.69033E+000
1,1,40,100.00000E-003,605.23900E-006,5.91659E+000,-105.00050E-003,115.82000E-009,5.91659E+000
1,1,41,100.00000E-003,604.66600E-006,6.02290E+000,-99.99740E-003,129.06300E-009,6.02290E+000
1,1,42,100.00000E-003,603.99400E-006,6.25265E+000,-95.00010E-003,118.35000E-009,6.25265E+000
1,1,43,100.00000E-003,603.50200E-006,6.47843E+000,-90.00020E-003,115.63000E-009,6.47843E+000
1,1,44,100.00000E-003,602.83700E-006,6.58477E+000,-84.99730E-003,130.31100E-009,6.58477E+000
1,1,45,100.00000E-003,602.23100E-006,6.69845E+000,-79.99840E-003,136.33600E-009,6.69845E+000
1,1,46,100.00000E-003,601.70200E-006,6.93116E+000,-75.00070E-003,124.03000E-009,6.93116E+000
1,1,47,100.00000E-003,601.04100E-006,7.03744E+000,-69.99670E-003,137.08400E-009,7.03744E+000
1,1,48,100.00000E-003,600.45100E-006,7.28201E+000,-65.00070E-003,124.66000E-009,7.28201E+000
1,1,49,100.00000E-003,599.76500E-006,7.38840E+000,-59.99710E-003,137.53600E-009,7.38840E+000
1,1,50,100.00000E-003,599.14700E-006,7.49768E+000,-54.99820E-003,144.15700E-009,7.49768E+000
1,1,51,100.00000E-003,598.57200E-006,7.60714E+000,-49.99770E-003,148.63000E-009,7.60714E+000
1,1,52,100.00000E-003,597.98600E-006,7.74057E+000,-45.00080E-003,149.62400E-009,7.74057E+000
1,1,53,100.00000E-003,597.21400E-006,7.85002E+000,-39.99700E-003,154.89000E-009,7.85002E+000
1,1,54,100.00000E-003,596.69000E-006,8.07864E+000,-35.00040E-003,140.23000E-009,8.07864E+000
1,1,55,100.00000E-003,595.88500E-006,8.31369E+000,-30.00050E-003,133.76000E-009,8.31369E+000
1,1,56,100.00000E-003,595.18200E-006,8.42007E+000,-24.99650E-003,145.93500E-009,8.42007E+000
1,1,57,100.00000E-003,594.49200E-006,8.53013E+000,-19.99870E-003,151.07300E-009,8.53013E+000
1,1,58,100.00000E-003,593.74100E-006,8.63950E+000,-14.99720E-003,155.93800E-009,8.63950E+000
1,1,59,100.00000E-003,592.90800E-006,8.75638E+000,-9.99890E-003,158.45300E-009,8.75638E+000
1,1,60,100.00000E-003,592.26700E-006,8.86578E+000,-4.99710E-003,162.13200E-009,8.86578E+000
1,1,61,100.00000E-003,591.54900E-006,9.09423E+000,-400.00000E-009,147.28000E-009,9.09423E+000
1,1,62,100.00000E-003,590.86500E-006,9.20098E+000,5.00350E-003,157.46500E-009,9.20098E+000
1,1,63,100.00000E-003,590.06600E-006,9.42710E+000,9.99960E-003,145.01000E-009,9.42710E+000
1,1,64,100.00000E-003,589.34600E-006,9.53382E+000,15.00240E-003,154.58900E-009,9.53382E+000
1,1,65,100.00000E-003,588.70100E-006,9.64735E+000,20.00190E-003,159.07900E-009,9.64735E+000
1,1,66,100.00000E-003,587.74700E-006,9.87999E+000,25.00060E-003,146.24000E-009,9.87999E+000
1,1,67,100.00000E-003,587.12800E-006,9.98630E+000,30.00350E-003,156.13200E-009,9.98630E+000
1,1,68,100.00000E-003,586.52900E-006,10.09567E+000,35.00150E-003,160.65700E-009,10.09567E+000
1,1,69,100.00000E-003,585.42900E-006,10.32540E+000,39.99980E-003,147.55000E-009,10.32540E+000
1,1,70,99.99990E-003,584.93500E-006,10.43263E+000,45.00310E-003,157.30900E-009,10.43263E+000
1,1,71,99.99990E-003,584.24000E-006,10.66144E+000,50.00000E-003,146.30000E-009,10.66144E+000
1,1,72,100.00000E-003,583.80900E-006,10.76778E+000,55.00390E-003,156.17700E-009,10.76778E+000
1,1,73,100.00000E-003,582.86800E-006,10.99651E+000,59.99920E-003,145.58000E-009,10.99651E+000
1,1,74,100.00000E-003,582.06600E-006,11.10282E+000,65.00330E-003,155.41700E-009,11.10282E+000
1,1,75,100.00000E-003,581.40700E-006,11.32895E+000,69.99950E-003,145.18000E-009,11.32895E+000
1,1,76,99.99990E-003,580.55700E-006,11.43678E+000,75.00310E-003,155.05900E-009,11.43678E+000
1,1,77,100.00000E-003,579.80300E-006,11.66297E+000,79.99930E-003,145.37000E-009,11.66297E+000
1,1,78,100.00000E-003,579.16200E-006,11.76933E+000,85.00340E-003,154.97600E-009,11.76933E+000
1,1,79,100.00000E-003,578.64400E-006,11.99548E+000,89.99940E-003,145.73000E-009,11.99548E+000
1,1,80,100.00000E-003,577.90200E-006,12.10201E+000,95.00360E-003,155.58700E-009,12.10201E+000
1,1,81,100.00000E-003,577.14500E-006,12.21640E+000,99.99900E-003,159.41600E-009,12.21640E+000
1,1,82,100.00000E-003,576.38100E-006,12.44639E+000,104.99910E-003,150.04000E-009,12.44639E+000
1,1,83,100.00000E-003,575.72000E-006,12.55274E+000,110.00340E-003,159.48600E-009,12.55274E+000
1,1,84,100.00000E-003,574.80600E-006,12.79840E+000,114.99900E-003,149.57000E-009,12.79840E+000
