Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2__GATE Voltage,CH2__GATE Current,CH2__GATE Time
1,1,1,100.00000E-003,499.93500E-006,186.29900E-003,-299.99800E-003,-134.06000E-009,186.29900E-003
1,1,2,100.00000E-003,498.99500E-006,303.33900E-003,-294.86100E-003,-74.21080E-009,303.33900E-003
1,1,3,100.00000E-003,499.34000E-006,425.44500E-003,-289.95200E-003,-26.58160E-009,425.44500E-003
1,1,4,100.00000E-003,499.40100E-006,547.55700E-003,-284.93800E-003,19.34910E-009,547.55700E-003
1,1,5,100.00000E-003,498.57200E-006,667.22900E-003,-279.93500E-003,59.41710E-009,667.22900E-003
1,1,6,100.00000E-003,498.88200E-006,904.63300E-003,-275.00000E-003,18.31000E-009,904.63300E-003
1,1,7,100.00000E-003,498.94800E-006,1.13367E+000,-270.00000E-003,27.34000E-009,1.13367E+000
1,1,8,100.00000E-003,499.49400E-006,1.33601E+000,-265.01700E-003,15.74800E-009,1.33601E+000
1,1,9,100.00000E-003,499.73200E-006,1.56460E+000,-260.00100E-003,49.75000E-009,1.56460E+000
1,1,10,100.00000E-003,500.84500E-006,1.78993E+000,-255.00100E-003,63.02000E-009,1.78993E+000
1,1,11,100.00000E-003,500.84900E-006,2.01653E+000,-250.00100E-003,74.68000E-009,2.01653E+000
1,1,12,100.00000E-003,501.30400E-006,2.24204E+000,-245.00200E-003,83.96000E-009,2.24204E+000
1,1,13,100.00000E-003,501.28000E-006,2.47252E+000,-240.00100E-003,97.54000E-009,2.47252E+000
1,1,14,100.00000E-003,500.32400E-006,2.57897E+000,-234.99700E-003,164.62600E-009,2.57897E+000
1,1,15,100.00000E-003,499.87400E-006,2.78132E+000,-229.98700E-003,152.60700E-009,2.78132E+000
1,1,16,100.00000E-003,499.36100E-006,3.01102E+000,-225.00100E-003,150.16000E-009,3.01102E+000
1,1,17,100.00000E-003,498.89100E-006,3.23653E+000,-220.00100E-003,154.70000E-009,3.23653E+000
1,1,18,100.00000E-003,497.73400E-006,3.34420E+000,-214.99800E-003,220.35500E-009,3.34420E+000
1,1,19,100.00000E-003,497.13600E-006,3.57279E+000,-210.00120E-003,187.18000E-009,3.57279E+000
