Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2__GATE Voltage,CH2__GATE Current,CH2__GATE Time
1,1,1,100.00000E-003,861.61900E-006,133.58300E-003,-299.98000E-003,-186.71400E-009,133.58300E-003
1,1,2,100.00000E-003,856.33900E-006,256.18200E-003,-295.03200E-003,37.03200E-009,256.18200E-003
1,1,3,100.00000E-003,851.07200E-006,485.00400E-003,-290.00000E-003,55.25000E-009,485.00400E-003
1,1,4,100.00000E-003,845.61000E-006,722.42400E-003,-284.99900E-003,103.06000E-009,722.42400E-003
1,1,5,100.00000E-003,840.29200E-006,899.81000E-003,-280.01900E-003,206.75800E-009,899.81000E-003
1,1,6,100.00000E-003,835.09700E-006,1.00932E+000,-275.00400E-003,370.46200E-009,1.00932E+000
1,1,7,100.00000E-003,829.92800E-006,1.11873E+000,-269.99900E-003,465.59900E-009,1.11873E+000
1,1,8,100.00000E-003,824.35900E-006,1.23466E+000,-264.99200E-003,513.11600E-009,1.23466E+000
1,1,9,100.00000E-003,818.84800E-006,1.34158E+000,-259.99900E-003,610.19000E-009,1.34158E+000
1,1,10,100.00000E-003,813.34200E-006,1.50267E+000,-255.00100E-003,554.01000E-009,1.50267E+000
1,1,11,100.00000E-003,807.97300E-006,1.60979E+000,-250.00000E-003,684.37000E-009,1.60979E+000
1,1,12,100.00000E-003,802.44700E-006,1.72928E+000,-245.00000E-003,724.24000E-009,1.72928E+000
1,1,13,100.00000E-003,796.71000E-006,1.83626E+000,-239.99900E-003,806.13000E-009,1.83626E+000
1,1,14,100.00000E-003,791.25600E-006,1.94465E+000,-234.99900E-003,863.08000E-009,1.94465E+000
1,1,15,100.00000E-003,785.75200E-006,2.05227E+000,-229.99900E-003,919.44000E-009,2.05227E+000
1,1,16,100.00000E-003,780.16600E-006,2.15912E+000,-224.99900E-003,970.11000E-009,2.15912E+000
1,1,17,100.00000E-003,774.47000E-006,2.27236E+000,-219.99900E-003,1.01124E-006,2.27236E+000
1,1,18,100.00000E-003,768.83500E-006,2.37924E+000,-214.99900E-003,1.06199E-006,2.37924E+000
1,1,19,100.00000E-003,763.34500E-006,2.48608E+000,-209.99910E-003,1.10126E-006,2.48608E+000
1,1,20,100.00000E-003,757.77000E-006,2.59291E+000,-204.99900E-003,1.14798E-006,2.59291E+000
1,1,21,100.00000E-003,752.19400E-006,2.74093E+000,-199.99980E-003,1.07831E-006,2.74093E+000
1,1,22,100.00000E-003,746.54700E-006,2.85113E+000,-194.99950E-003,1.16894E-006,2.85113E+000
1,1,23,100.00000E-003,740.92200E-006,2.95949E+000,-189.99970E-003,1.22875E-006,2.95949E+000
1,1,24,100.00000E-003,735.24200E-006,3.06633E+000,-184.99920E-003,1.28623E-006,3.06633E+000
1,1,25,99.99990E-003,729.52800E-006,3.17339E+000,-179.99900E-003,1.33358E-006,3.17339E+000
1,1,26,100.00000E-003,723.96600E-006,3.28504E+000,-174.99900E-003,1.37098E-006,3.28504E+000
1,1,27,100.00000E-003,718.19100E-006,3.39191E+000,-169.99900E-003,1.41702E-006,3.39191E+000
1,1,28,100.00000E-003,712.50300E-006,3.50056E+000,-164.99890E-003,1.45762E-006,3.50056E+000
1,1,29,100.00000E-003,706.84100E-006,3.60779E+000,-159.99870E-003,1.49780E-006,3.60779E+000
1,1,30,100.00000E-003,701.02400E-006,3.73477E+000,-154.99910E-003,1.47076E-006,3.73477E+000
1,1,31,100.00000E-003,695.31300E-006,3.84207E+000,-149.99890E-003,1.54303E-006,3.84207E+000
1,1,32,100.00000E-003,689.60400E-006,3.94889E+000,-144.99870E-003,1.59087E-006,3.94889E+000
1,1,33,100.00000E-003,683.96500E-006,4.05577E+000,-139.99850E-003,1.63252E-006,4.05577E+000
1,1,34,100.00000E-003,678.19000E-006,4.16260E+000,-134.99870E-003,1.67107E-006,4.16260E+000
