POINT,TIME,V_GATE,I_CH0,I_CH1,I_CH2,I_CH3,I_CH4,I_CH5,I_CH6,I_CH7,I_CH8,I_CH9,I_CH10,I_CH11,I_CH12,I_CH13,I_CH14,I_CH15
142,38.739,0.58,1.2104161e-05,1.1058331e-05,1.0179162e-05,1.1841663e-05,1.1979158e-05,7.849995e-06,1.252083e-05,1.0516659e-05,1.0916662e-05,8.162498e-06,1.0070833e-05,1.0354162e-05,1.0849993e-05,-1.45841e-07,1.116666e-05,1.0983332e-05
143,39.012,0.57,1.245416e-05,1.1374998e-05,1.0604159e-05,1.2158331e-05,1.2237493e-05,8.324997e-06,1.28625e-05,1.0874995e-05,1.1329166e-05,8.67916e-06,1.0516659e-05,1.0808333e-05,1.1224993e-05,-1.3334e-07,1.1512494e-05,1.1391664e-05
144,39.285,0.56,1.270833e-05,1.1633332e-05,1.1062495e-05,1.2524994e-05,1.2508329e-05,8.791661e-06,1.3145828e-05,1.1174997e-05,1.1691665e-05,9.162498e-06,1.0899997e-05,1.1179161e-05,1.1541661e-05,-1.25003e-07,1.188333e-05,1.1799995e-05
145,39.558,0.55,1.3008333e-05,1.1941664e-05,1.1479163e-05,1.28625e-05,1.2754163e-05,9.24166e-06,1.346666e-05,1.1533331e-05,1.20375e-05,9.662493e-06,1.1337494e-05,1.1562498e-05,1.1958329e-05,-1.41668e-07,1.2233329e-05,1.2191661e-05
146,39.831,0.54,1.327916e-05,1.2191661e-05,1.1837498e-05,1.3149993e-05,1.2979166e-05,9.679158e-06,1.3716666e-05,1.1833326e-05,1.2354159e-05,1.0074997e-05,1.1712496e-05,1.1904161e-05,1.2258331e-05,-1.50005e-07,1.2537495e-05,1.2591664e-05
147,40.103,0.53,1.3479162e-05,1.2412493e-05,1.2254159e-05,1.3483325e-05,1.3237493e-05,1.0033329e-05,1.3933332e-05,1.2112499e-05,1.2679164e-05,1.0504166e-05,1.2083332e-05,1.226666e-05,1.2587499e-05,-1.50005e-07,1.2883329e-05,1.2941662e-05
148,40.376,0.52,1.380833e-05,1.2724996e-05,1.2595829e-05,1.3766662e-05,1.346666e-05,1.0474992e-05,1.4245828e-05,1.2416665e-05,1.2979166e-05,1.0937492e-05,1.2458332e-05,1.2633332e-05,1.2920833e-05,-1.62506e-07,1.3183331e-05,1.3266659e-05
149,40.649,0.51,1.4012496e-05,1.2949999e-05,1.2924997e-05,1.4045827e-05,1.3691663e-05,1.0833327e-05,1.4470832e-05,1.2683328e-05,1.3262495e-05,1.1329166e-05,1.279583e-05,1.2912496e-05,1.3183331e-05,-1.62506e-07,1.3462496e-05,1.3633331e-05
150,40.922,0.5,1.4233327e-05,1.3179159e-05,1.3274996e-05,1.4316663e-05,1.3899994e-05,1.1216664e-05,1.4670833e-05,1.2962492e-05,1.3566661e-05,1.1708331e-05,1.309166e-05,1.3249994e-05,1.3458332e-05,-1.75007e-07,1.374166e-05,1.3933332e-05
151,41.195,0.49,1.4470832e-05,1.3391662e-05,1.3604164e-05,1.4579161e-05,1.408333e-05,1.152083e-05,1.4924995e-05,1.3229163e-05,1.3799993e-05,1.2033327e-05,1.3362495e-05,1.3524993e-05,1.3729159e-05,-1.62506e-07,1.3958327e-05,1.4191659e-05
152,41.467,0.48,1.4666661e-05,1.3608328e-05,1.3874999e-05,1.4795828e-05,1.4274994e-05,1.1787494e-05,1.5079165e-05,1.3416664e-05,1.4049999e-05,1.2408328e-05,1.365416e-05,1.3729159e-05,1.3937497e-05,-1.45841e-07,1.4237499e-05,1.4470832e-05
153,41.74,0.47,1.4879163e-05,1.3795829e-05,1.4174994e-05,1.5004166e-05,1.4429164e-05,1.2133328e-05,1.5320826e-05,1.3633331e-05,1.4295832e-05,1.270833e-05,1.3949998e-05,1.401666e-05,1.4220826e-05,-1.6667e-07,1.4437493e-05,1.4729166e-05
154,42.013,0.46,1.5079165e-05,1.3974993e-05,1.4395833e-05,1.5204159e-05,1.4608328e-05,1.2424994e-05,1.5520827e-05,1.3887493e-05,1.4533329e-05,1.300416e-05,1.4141663e-05,1.4304161e-05,1.4445829e-05,-1.79172e-07,1.4666661e-05,1.4966663e-05
155,42.286,0.45,1.5233326e-05,1.415e-05,1.4695827e-05,1.5462494e-05,1.4804164e-05,1.2687492e-05,1.5720829e-05,1.4070829e-05,1.4766661e-05,1.334583e-05,1.4445829e-05,1.45125e-05,1.4637494e-05,-1.75007e-07,1.4895829e-05,1.525e-05
156,42.559,0.44,1.5437499e-05,1.4366667e-05,1.4912494e-05,1.5616662e-05,1.4970827e-05,1.2979166e-05,1.5899999e-05,1.4312498e-05,1.4933332e-05,1.3629166e-05,1.4674997e-05,1.4762497e-05,1.4891664e-05,-1.70835e-07,1.5091666e-05,1.5483332e-05
157,42.831,0.43,1.5624992e-05,1.4541666e-05,1.5195831e-05,1.5887499e-05,1.5099994e-05,1.3266659e-05,1.604166e-05,1.4524992e-05,1.5191667e-05,1.3912495e-05,1.4920831e-05,1.5004166e-05,1.5070827e-05,-1.75007e-07,1.5329162e-05,1.5674996e-05
158,43.104,0.42,1.5724992e-05,1.4712493e-05,1.5416663e-05,1.6058326e-05,1.5237499e-05,1.3462496e-05,1.6241662e-05,1.4670833e-05,1.537083e-05,1.4166665e-05,1.5108331e-05,1.5199995e-05,1.5287495e-05,-1.70835e-07,1.5445828e-05,1.5904165e-05
159,43.377,0.41,1.594166e-05,1.4862498e-05,1.5574995e-05,1.6195831e-05,1.5383332e-05,1.3712493e-05,1.6374994e-05,1.4883328e-05,1.5529164e-05,1.4412499e-05,1.5333326e-05,1.5408334e-05,1.5499998e-05,-1.79172e-07,1.5633328e-05,1.6120832e-05
160,43.65,0.4,1.6070826e-05,1.5016659e-05,1.5808328e-05,1.6408332e-05,1.5529164e-05,1.3962499e-05,1.6508333e-05,1.5037497e-05,1.5741665e-05,1.465416e-05,1.5554166e-05,1.5595826e-05,1.564583e-05,-1.62506e-07,1.5824993e-05,1.6320833e-05
161,43.923,0.39,1.6199994e-05,1.5158327e-05,1.5991664e-05,1.6549993e-05,1.5687498e-05,1.415e-05,1.6695833e-05,1.5204159e-05,1.5895828e-05,1.4862498e-05,1.5737494e-05,1.575416e-05,1.5837495e-05,-1.95837e-07,1.5962498e-05,1.6495831e-05
162,44.196,0.38,1.6391659e-05,1.530416e-05,1.6179165e-05,1.6725e-05,1.5799998e-05,1.4420827e-05,1.6829164e-05,1.5424999e-05,1.6062499e-05,1.5070827e-05,1.5912494e-05,1.5983327e-05,1.6029158e-05,-2.00001e-07,1.6133332e-05,1.6691662e-05
163,44.468,0.37,1.6487495e-05,1.5454165e-05,1.6399996e-05,1.6887498e-05,1.5945832e-05,1.4570832e-05,1.6962496e-05,1.559166e-05,1.6254162e-05,1.5333326e-05,1.6124995e-05,1.6124995e-05,1.6162499e-05,-2.04174e-07,1.6324997e-05,1.6879161e-05
164,44.741,0.36,1.6670831e-05,1.559166e-05,1.655833e-05,1.7016666e-05,1.6037497e-05,1.4762497e-05,1.7104165e-05,1.5699998e-05,1.6354163e-05,1.5499998e-05,1.6254162e-05,1.6337499e-05,1.6366665e-05,-2.04174e-07,1.6445827e-05,1.6995828e-05
165,45.014,0.35,1.6804162e-05,1.5741665e-05,1.6708327e-05,1.7158325e-05,1.6162499e-05,1.4966663e-05,1.7245833e-05,1.5866661e-05,1.6520826e-05,1.5741665e-05,1.6429161e-05,1.6479167e-05,1.6512497e-05,-1.95837e-07,1.6549993e-05,1.7179163e-05
166,45.287,0.34,1.6941667e-05,1.5829166e-05,1.6895827e-05,1.7333332e-05,1.6304159e-05,1.51625e-05,1.7374992e-05,1.6020831e-05,1.6683332e-05,1.592083e-05,1.6624999e-05,1.6645829e-05,1.6629163e-05,-2.00001e-07,1.6716664e-05,1.7341661e-05
167,45.56,0.33,1.7104165e-05,1.5970827e-05,1.7049995e-05,1.7474993e-05,1.6420834e-05,1.5337499e-05,1.7499995e-05,1.6170827e-05,1.6820828e-05,1.6062499e-05,1.6766659e-05,1.683333e-05,1.6804162e-05,-2.08338e-07,1.6841666e-05,1.7483329e-05
168,45.832,0.32,1.7191664e-05,1.6087492e-05,1.7204165e-05,1.7620825e-05,1.6537499e-05,1.5495832e-05,1.7633327e-05,1.6304159e-05,1.695416e-05,1.6274993e-05,1.6904163e-05,1.696666e-05,1.6929165e-05,-2.12502e-07,1.7012493e-05,1.7654165e-05
169,46.105,0.31,1.7316659e-05,1.6224996e-05,1.7362499e-05,1.7729164e-05,1.6616663e-05,1.5670832e-05,1.7724999e-05,1.6420834e-05,1.7091663e-05,1.6466665e-05,1.7108328e-05,1.713333e-05,1.7079163e-05,-2.12502e-07,1.712083e-05,1.775833e-05
170,46.378,0.3,1.7437498e-05,1.6333326e-05,1.74625e-05,1.7862494e-05,1.6691662e-05,1.5874997e-05,1.7824999e-05,1.6579159e-05,1.7199993e-05,1.6637492e-05,1.7216667e-05,1.7258326e-05,1.7208329e-05,-2.04174e-07,1.7249997e-05,1.7920827e-05
171,46.651,0.29,1.7537499e-05,1.6420834e-05,1.76375e-05,1.7941666e-05,1.6837494e-05,1.6008329e-05,1.7954168e-05,1.6754166e-05,1.7337497e-05,1.6791662e-05,1.7345827e-05,1.7354163e-05,1.7329161e-05,-2.04174e-07,1.7370829e-05,1.8054159e-05
172,46.924,0.28,1.7654165e-05,1.655833e-05,1.7774995e-05,1.8083327e-05,1.6941667e-05,1.6174999e-05,1.8049996e-05,1.6841666e-05,1.7458327e-05,1.6933331e-05,1.7487495e-05,1.7512497e-05,1.7441662e-05,-2.04174e-07,1.7470829e-05,1.8166662e-05
173,47.196,0.27,1.7762493e-05,1.6654165e-05,1.7899998e-05,1.8166662e-05,1.7008328e-05,1.6316661e-05,1.8170826e-05,1.6979162e-05,1.7566665e-05,1.7066661e-05,1.7591659e-05,1.7633327e-05,1.7604159e-05,-2.12502e-07,1.7599996e-05,1.8291665e-05
174,47.469,0.26,1.7837492e-05,1.6745829e-05,1.8054159e-05,1.8316667e-05,1.7108328e-05,1.6433327e-05,1.8266663e-05,1.7091663e-05,1.769166e-05,1.7237497e-05,1.7716662e-05,1.7791661e-05,1.7674995e-05,-2.00001e-07,1.7695833e-05,1.8391665e-05
175,47.742,0.25,1.7991662e-05,1.6854159e-05,1.815416e-05,1.8370827e-05,1.7179163e-05,1.6599997e-05,1.8366663e-05,1.7216667e-05,1.7770832e-05,1.7362499e-05,1.7862494e-05,1.7916664e-05,1.7816663e-05,-2.12502e-07,1.7754166e-05,1.8491666e-05
176,48.015,0.24,1.8049996e-05,1.6974998e-05,1.8274999e-05,1.8516659e-05,1.729583e-05,1.6733329e-05,1.8454162e-05,1.729583e-05,1.79125e-05,1.7524997e-05,1.7954168e-05,1.7999999e-05,1.7895825e-05,-2.16675e-07,1.79125e-05,1.8629162e-05
177,48.288,0.23,1.814166e-05,1.7045832e-05,1.8379164e-05,1.8620833e-05,1.7383329e-05,1.6854159e-05,1.8574992e-05,1.7449998e-05,1.7999999e-05,1.7649993e-05,1.8070832e-05,1.8091663e-05,1.8049996e-05,-2.16675e-07,1.7983333e-05,1.8720826e-05
178,48.561,0.22,1.8287499e-05,1.71875e-05,1.8462499e-05,1.8724997e-05,1.7449998e-05,1.702083e-05,1.8641662e-05,1.7558328e-05,1.8070832e-05,1.7745828e-05,1.8191664e-05,1.8233332e-05,1.815416e-05,-2.08338e-07,1.8054159e-05,1.8820827e-05
179,48.833,0.21,1.8354162e-05,1.7283328e-05,1.8570829e-05,1.8824998e-05,1.7574994e-05,1.7099992e-05,1.8695831e-05,1.7658329e-05,1.8212493e-05,1.7895825e-05,1.8312494e-05,1.830833e-05,1.8237495e-05,-2.20839e-07,1.8137494e-05,1.8966659e-05
180,49.106,0.2,1.8462499e-05,1.7349998e-05,1.8683329e-05,1.8929164e-05,1.7658329e-05,1.7220831e-05,1.8795832e-05,1.7741664e-05,1.8295828e-05,1.803333e-05,1.8433333e-05,1.842916e-05,1.8375e-05,-2.00001e-07,1.8262497e-05,1.9058331e-05
181,49.379,0.19,1.8566665e-05,1.7424996e-05,1.8791659e-05,1.9004163e-05,1.7716662e-05,1.7366663e-05,1.8912498e-05,1.7841665e-05,1.8391665e-05,1.8174998e-05,1.849583e-05,1.8545827e-05,1.8437497e-05,-2.20839e-07,1.830833e-05,1.9124993e-05
182,49.652,0.18,1.8608333e-05,1.7474993e-05,1.8895833e-05,1.9083333e-05,1.7791661e-05,1.7458327e-05,1.8970832e-05,1.7974997e-05,1.849583e-05,1.8283328e-05,1.8595831e-05,1.8633325e-05,1.8533334e-05,-2.08338e-07,1.8408331e-05,1.9254159e-05
183,49.925,0.17,1.8741663e-05,1.7591659e-05,1.9008326e-05,1.9141666e-05,1.786666e-05,1.7549999e-05,1.906666e-05,1.8029164e-05,1.8541661e-05,1.8379164e-05,1.8699995e-05,1.8737499e-05,1.8658327e-05,-2.08338e-07,1.8466664e-05,1.9308329e-05
184,50.197,0.16,1.8816661e-05,1.7679158e-05,1.906666e-05,1.9274998e-05,1.7945829e-05,1.7687496e-05,1.9133329e-05,1.8112492e-05,1.860416e-05,1.8491666e-05,1.8808332e-05,1.8845829e-05,1.8754165e-05,-2.16675e-07,1.8583329e-05,1.9395828e-05
185,50.47,0.15,1.8866665e-05,1.7745828e-05,1.9191662e-05,1.9333331e-05,1.8016664e-05,1.7791661e-05,1.9174997e-05,1.8204164e-05,1.8708331e-05,1.8633325e-05,1.8858329e-05,1.8895833e-05,1.8841663e-05,-2.08338e-07,1.865e-05,1.9449997e-05
186,50.743,0.14,1.8987497e-05,1.786666e-05,1.9270834e-05,1.9391664e-05,1.8054159e-05,1.79125e-05,1.9291663e-05,1.8295828e-05,1.8795832e-05,1.8662493e-05,1.8979161e-05,1.9016663e-05,1.8895833e-05,-2.12502e-07,1.8704161e-05,1.9554162e-05
187,51.016,0.13,1.9070832e-05,1.7883332e-05,1.9329167e-05,1.9479163e-05,1.814166e-05,1.8004162e-05,1.9320829e-05,1.8424997e-05,1.8904162e-05,1.8804161e-05,1.9087498e-05,1.9091662e-05,1.9020828e-05,-2.12502e-07,1.8812498e-05,1.9641662e-05
188,51.289,0.12,1.91125e-05,1.7991662e-05,1.9437495e-05,1.9558327e-05,1.8245832e-05,1.8133331e-05,1.9437495e-05,1.849583e-05,1.8933328e-05,1.8895833e-05,1.9137493e-05,1.9137493e-05,1.906666e-05,-2.20839e-07,1.8887496e-05,1.9699995e-05
189,51.562,0.11,1.9216664e-05,1.8054159e-05,1.950833e-05,1.9608331e-05,1.8258334e-05,1.822083e-05,1.9495828e-05,1.8583329e-05,1.9008326e-05,1.895833e-05,1.9241666e-05,1.9270834e-05,1.9174997e-05,-2.16675e-07,1.8895833e-05,1.9824998e-05
190,51.834,0.1,1.9266661e-05,1.8124994e-05,1.9608331e-05,1.9741663e-05,1.832916e-05,1.8304165e-05,1.9591665e-05,1.8608333e-05,1.9116664e-05,1.9120829e-05,1.9308329e-05,1.935416e-05,1.9237494e-05,-2.04174e-07,1.9004163e-05,1.9874993e-05
191,52.107,0.09,1.9366662e-05,1.8191664e-05,1.9645826e-05,1.9787494e-05,1.8399993e-05,1.8375e-05,1.9649999e-05,1.8691659e-05,1.9158331e-05,1.9187499e-05,1.9433332e-05,1.942083e-05,1.934166e-05,-2.20839e-07,1.9054167e-05,1.9929163e-05
192,52.38,0.08,1.9412493e-05,1.8274999e-05,1.9724997e-05,1.9820833e-05,1.8470828e-05,1.8470828e-05,1.9699995e-05,1.8762494e-05,1.9254159e-05,1.9283327e-05,1.9454161e-05,1.9487492e-05,1.9383328e-05,-2.04174e-07,1.9120829e-05,1.9999998e-05
193,52.653,0.07,1.9495828e-05,1.8299992e-05,1.9808333e-05,1.9908333e-05,1.8549999e-05,1.8574992e-05,1.9733325e-05,1.8866665e-05,1.9337494e-05,1.9362496e-05,1.9549998e-05,1.9524996e-05,1.9424995e-05,-2.00001e-07,1.9179161e-05,2.007916e-05
194,52.926,0.06,1.9566663e-05,1.8383329e-05,1.9854164e-05,1.9929163e-05,1.8587494e-05,1.8679166e-05,1.9833325e-05,1.8970832e-05,1.9320829e-05,1.9441661e-05,1.9604166e-05,1.9633333e-05,1.9524996e-05,-2.20839e-07,1.9212492e-05,2.0141666e-05
195,53.198,0.05,1.9583329e-05,1.8483328e-05,1.9895831e-05,2.0025e-05,1.8637498e-05,1.8695831e-05,1.9862493e-05,1.8991661e-05,1.942083e-05,1.9499994e-05,1.968333e-05,1.9687493e-05,1.9591665e-05,-2.04174e-07,1.9283327e-05,2.0174995e-05
196,53.471,0.04,1.9637497e-05,1.8533334e-05,2.0020827e-05,2.0074995e-05,1.8691659e-05,1.8808332e-05,1.9912497e-05,1.906666e-05,1.9504165e-05,1.9645826e-05,1.9733325e-05,1.9766665e-05,1.9670828e-05,-2.00001e-07,1.9391664e-05,2.0241665e-05
197,53.744,0.03,1.9745827e-05,1.8541661e-05,2.0074995e-05,2.0154166e-05,1.8750001e-05,1.8858329e-05,1.9987496e-05,1.9129166e-05,1.950833e-05,1.968333e-05,1.9845827e-05,1.9858329e-05,1.9704159e-05,-2.08338e-07,1.9404164e-05,2.0295827e-05
198,54.017,0.02,1.9774994e-05,1.861666e-05,2.0104162e-05,2.0174995e-05,1.8787496e-05,1.8899997e-05,2.0033327e-05,1.9187499e-05,1.9637497e-05,1.9758329e-05,1.9883331e-05,1.9887495e-05,1.9812496e-05,-2.12502e-07,1.9462497e-05,2.0370833e-05
199,54.29,0.01,1.9866666e-05,1.8662493e-05,2.0220828e-05,2.0237494e-05,1.8816661e-05,1.9012499e-05,2.007916e-05,1.9249996e-05,1.9641662e-05,1.9841664e-05,1.9954165e-05,1.9954165e-05,1.9837498e-05,-2.16675e-07,1.9512494e-05,2.0408328e-05
200,54.562,0.0,1.9916661e-05,1.8724997e-05,2.0216663e-05,2.0299998e-05,1.8908326e-05,1.9087498e-05,2.0120828e-05,1.9316665e-05,1.9687493e-05,1.9887495e-05,1.9979159e-05,2.0008325e-05,1.9895831e-05,-2.16675e-07,1.9562498e-05,2.0491663e-05
