POINT_IDX,TIME,V_GATE,I_CH0,I_CH1,I_CH2,I_CH3,I_CH4,I_CH5,I_CH6,I_CH7,I_CH8,I_CH9,I_CH10,I_CH11,I_CH12,I_CH13,I_CH14,I_CH15,DI/DT0,DI/DT1,DI/DT2,DI/DT3,DI/DT4,DI/DT5,DI/DT6,DI/DT7,DI/DT8,DI/DT9,DI/DT10,DI/DT11,DI/DT12,DI/DT13,DI/DT14,DI/DT15
30,8.177,0.6,10.679166,9.674995,8.312496,10.166661000000001,10.833327,6.066663999999999,10.983331999999999,8.999999,9.320831,6.295832,8.149997,8.649992999999998,9.208329,-0.06667000000000001,9.570829,9.116666,-0.07629670329670658,-0.045791208791216516,0.015256410256411806,0.015256410256411806,0.07630036630036685,0.1831648351648335,0.1526300366300288,-0.18313919413919216,-0.07630036630036685,0.09158241758241675,-0.061047619047615305,-0.10683882783883833,-0.061047619047615305,-0.10683882783882798,-0.03053846153846497,0.04579120879121001
31,8.449,0.6,10.716661,9.670829999999999,8.274992,10.166661000000001,10.824998,6.062492,10.991661,9.02083,9.308330000000002,6.274994,8.162498,8.654165,9.183327,-0.050004,9.608332,9.112493,0.13784926470588163,-0.015312500000001525,-0.1378823529411771,0.0,-0.030621323529411035,-0.015338235294116239,0.030621323529417564,0.07658455882352706,-0.04595955882352401,-0.07661029411764504,0.04595955882352401,0.015338235294126035,-0.09191911764706108,0.06127205882352938,0.13787867647059163,-0.015341911764704987
32,8.722,0.6,10.708332,9.683331,8.304159,10.149995,10.812497,6.049999000000001,10.983331999999999,9.037494,9.333332,6.274994,8.149997,8.654165,9.170826,-0.037503,9.570829,9.124994000000001,-0.030509157509156844,0.045791208791216516,0.10683882783883182,-0.061047619047621814,-0.04579120879121001,-0.04576190476190188,-0.03050915750916335,0.061040293040294784,0.0915824175824135,0.0,-0.0457912087912035,0.0,-0.04579120879121001,0.045791208791208834,-0.13737362637363001,0.04579120879121001
33,8.995,0.6,10.716661,9.645828,8.287493000000001,10.174997,10.849993,6.049999000000001,10.970831,9.008329000000002,9.283328,6.279159,8.191665,8.699997,9.199993,-0.054169,9.587495,9.112493,0.030509157509156844,-0.13737362637363001,-0.061047619047615305,0.0915824175824135,0.13734798534798215,0.0,-0.0457912087912035,-0.10683150183149828,-0.18316483516484003,0.015256410256408552,0.15263003663003533,0.16788278388278036,0.10683882783882531,-0.06104761904761912,0.061047619047621814,-0.04579120879121001
34,9.267,0.6,10.724997,9.674995,8.249998,10.124993,10.80416,6.066663999999999,10.995833,9.008329000000002,9.295829,6.233327,8.158326,8.691661,9.216667000000001,-0.050004,9.558328,9.108328,0.030647058823529014,0.10723161764705606,-0.13784926470588815,-0.1838382352941156,-0.16850367647058814,0.06126838235293678,0.09191911764705454,0.0,0.04595955882353054,-0.16849999999999937,-0.12256985294117557,-0.030647058823529014,0.061301470588242056,0.015312499999999995,-0.1072316176470626,-0.015312500000001525
35,9.54,0.6,10.716661,9.691659,8.304159,10.170826,10.820825999999999,6.045826,10.966659,9.024993,9.312495,6.241663,8.141661000000001,8.674995000000001,9.199993,-0.04584,9.616661,9.104165,-0.0305347985347982,0.061040293040294784,0.19839194139194372,0.16788644688644713,0.061047619047615305,-0.07632967032966848,-0.10686446886446667,0.061040293040288275,0.061047619047621814,0.0305347985347982,-0.061043956043955044,-0.061047619047615305,-0.06107692307692994,0.015252747252747273,0.21367399267399687,-0.015249084249084775
36,9.812,0.6,10.687494000000001,9.666665,8.287493000000001,10.145831,10.833327,6.045826,10.966659,9.008329000000002,9.312495,6.279159,8.170828,8.683332,9.199993,-0.058341,9.558328,9.099992,-0.10723161764705606,-0.09188970588235108,-0.06127205882352553,-0.0918933823529431,0.04595955882353707,0.0,0.0,-0.06126470588234803,0.0,0.13785294117647037,0.10723161764705606,0.0306507352941145,0.0,-0.04595955882352937,-0.21445955882353318,-0.015341911764704987
37,10.085,0.6,10.687494000000001,9.645828,8.287493000000001,10.137493999999998,10.78333,6.020832,10.995833,9.02083,9.324996,6.245828,8.154162,8.654165,9.233331999999999,-0.041668,9.591659,9.112493,0.0,-0.07632600732600771,0.0,-0.03053846153846477,-0.18313919413919746,-0.0915531135531113,0.10686446886446598,0.0457912087912032,0.04579120879120971,-0.12209157509157281,-0.06104761904762142,-0.10683882783882462,0.12212087912087768,0.06107326007325975,0.12209157509157606,0.04579120879120971
38,10.357,0.6,10.708332,9.654164,8.258326,10.158332,10.820825999999999,6.054163,10.962494000000001,8.991662999999999,9.337497,6.274994,8.158326,8.637492,9.183327,-0.054169,9.608332,9.104165,0.07661029411764554,0.030647058823529215,-0.10723161764706331,0.07661029411765206,0.137852941176468,0.12254044117646964,-0.12256985294116984,-0.10723161764706331,0.04595955882353084,0.10722794117647129,0.01530882352941614,-0.06129779411765044,-0.1838419117647023,-0.04595955882352969,0.06129779411765044,-0.03061764705882575
39,10.63,0.6,10.737499000000001,9.624998,8.266664,10.170826,10.816661,6.070828000000001,10.991661,8.991662999999999,9.312495,6.283331,8.183328999999999,8.691661,9.187491999999999,-0.054169,9.58333,9.12083,0.10683882783883113,-0.10683516483516435,0.030542124542125033,0.04576556776556835,-0.0152564102564052,0.0610439560439579,0.10683882783882462,0.0,-0.09158241758241942,0.030538461538461518,0.09158608058607318,0.19842124542124404,0.0152564102564052,0.0,-0.09158241758241942,0.06104395604395465
40,10.902,0.6,10.720825000000001,9.683331,8.270826999999999,10.179162,10.80416,6.062492,10.974995,9.02083,9.295829,6.266665,8.162498,8.691661,9.195827999999999,-0.054169,9.558328,9.079162,-0.06130147058823592,0.2144595588235346,0.015305147058817595,0.030647058823529215,-0.04595955882353084,-0.03064705882353248,-0.06127205882353246,0.10723161764706331,-0.06127205882353246,-0.06127205882353246,-0.07658455882352756,0.0,0.030647058823529215,0.0,-0.09191911764706168,-0.1531911764705876
41,11.175,0.6,10.729162,9.662493,8.262499,10.145831,10.816661,6.066663999999999,10.974995,9.012492,9.304166,6.279159,8.170828,8.662494,9.22083,-0.070834,9.562493,9.099992,0.030538461538458263,-0.07632967032967448,-0.030505494505489877,-0.12209157509157606,0.04579120879120971,0.01528205128204981,0.0,-0.030542124542125033,0.03053846153846477,0.04576556776556835,0.030512820512823415,-0.10683882783882462,0.09158241758241942,-0.06104395604395569,0.015256410256411708,0.07630036630036635
42,11.448,0.6,10.729162,9.674995,8.291666,10.154160000000001,10.824998,6.066663999999999,10.966659,8.995827,9.316659,6.27083,8.158326,8.691661,9.22083,-0.050004,9.579166,9.070825,0.0,0.04579487179487027,0.10683882783882531,0.03050915750916335,0.03053846153846497,0.0,-0.0305347985347982,-0.061043956043955044,0.04576190476190188,-0.030509157509156844,-0.04579487179487027,0.10683882783882531,0.0,0.07630036630036637,0.06107326007326317,-0.10683882783883182
43,11.72,0.6,10.745827,9.666665,8.287493000000001,10.162496,10.820825999999999,6.054163,10.954165,9.037494,9.295829,6.266665,8.166663,8.683332,9.212494000000001,-0.04584,9.558328,9.074997999999999,0.06126838235294005,-0.03062499999999652,-0.015341911764698457,0.030647058823529014,-0.015338235294126035,-0.04595955882352727,-0.04593382352941256,0.15318750000000111,-0.07658088235294157,-0.015312500000001525,0.0306507352941145,-0.030621323529411035,-0.030647058823522484,0.015308823529411755,-0.07661029411765156,0.015341911764704987
44,11.993,0.6,10.720825000000001,9.679158000000001,8.29583,10.141658999999999,10.816661,6.029161,10.974995,8.999999,9.312495,6.262493,8.162498,8.654165,9.212494000000001,-0.04584,9.58333,9.116666,-0.0915824175824135,0.04576190476190839,0.03053846153845846,-0.07632600732601472,-0.0152564102564053,-0.09158241758241675,0.07630036630036685,-0.1373443223443219,0.061047619047621814,-0.015282051282049909,-0.015256410256411806,-0.10683882783882531,0.0,0.0,0.09158241758242001,0.15263003663004182
45,12.265,0.6,10.708332,9.662493,8.279164999999999,10.154160000000001,10.829162,6.029161,10.933328000000001,8.991662999999999,9.316659,6.287495,8.154162,8.65833,9.191665,-0.04584,9.574993999999998,9.091664,-0.04593014705882707,-0.06126838235294658,-0.06126838235294658,0.04595955882353707,0.04595955882353054,0.0,-0.1531874999999946,-0.030647058823535543,0.01530882352940951,0.0919191176470578,-0.030647058823529014,0.015312499999994993,-0.07657720588235609,0.0,-0.030647058823535543,-0.09191911764706108
46,12.538,0.6,10.724997,9.674995,8.287493000000001,10.174997,10.80416,6.024996,10.97916,9.02083,9.283328,6.262493,8.133332,8.662494,9.22083,-0.050004,9.608332,9.095827,0.061043956043955044,0.04579487179487027,0.03050549450550309,0.0763260073260017,-0.09158241758242001,-0.015256410256411806,0.16788278388278036,0.10683882783883182,-0.12209157509157685,-0.09158241758241675,-0.07630036630036685,0.015252747252751544,0.10683150183149828,-0.015252747252747273,0.12211721611722472,0.015249084249084775
47,12.81,0.6,10.679166,9.649992000000001,8.270826999999999,10.158332,10.816661,6.0416620000000005,10.970831,9.004164000000001,9.32916,6.27083,8.187492,8.683332,9.166661999999999,-0.06667000000000001,9.587495,9.12083,-0.16849632352941063,-0.09192279411764002,-0.061272058823538596,-0.06126838235294005,0.04595955882353054,0.06127205882353206,-0.030621323529411035,-0.06127205882352553,0.16850000000000265,0.030650735294117763,0.1991176470588282,0.07661029411764504,-0.19914705882353168,-0.06127205882352938,-0.07660661764705955,0.09192279411764656
48,13.083,0.6,10.724997,9.683331,8.241662,10.120829,10.841663,6.054163,10.991661,8.979162,9.320831,6.245828,8.166663,8.683332,9.170826,-0.050004,9.574993999999998,9.116666,0.1678791208791201,0.12212087912087848,-0.10683150183149828,-0.13737362637362352,0.09158241758242001,0.04579120879120675,0.07630036630036685,-0.09158241758242001,-0.030509157509156844,-0.09158241758241675,-0.07629670329670658,0.0,0.015252747252751544,0.06104761904761914,-0.045791208791216516,-0.015252747252745037
49,13.356,0.6,10.737499000000001,9.670829999999999,8.299994,10.179162,10.795831000000002,6.049999000000001,10.974995,9.024993,9.295829,6.245828,8.162498,8.654165,9.212494000000001,-0.04584,9.591659,9.079162,0.045794871794876776,-0.045791208791216516,0.2136703296703301,0.21367399267399037,-0.16788278388278036,-0.015252747252745037,-0.061047619047621814,0.1678791208791201,-0.09158241758242001,0.0,-0.015256410256411806,-0.10683882783882531,0.15263003663004182,0.015252747252747273,0.06104395604396155,-0.13737728937729027
50,13.628,0.6,10.724997,9.666665,8.308330999999999,10.13333,10.808333,6.066663999999999,10.966659,9.004164000000001,9.312495,6.258329,8.137496,8.674995000000001,9.204165999999999,-0.062505,9.579166,9.087499,-0.04596323529412255,-0.015312499999994993,0.0306507352941145,-0.16849999999999613,0.04596323529410949,0.06126838235293678,-0.030647058823529014,-0.07657720588234956,0.06127205882353206,0.04595955882352727,-0.09191911764705454,0.07658088235294157,-0.030617647058832083,-0.061268382352941145,-0.04593014705882054,0.0306507352941145
51,13.901,0.6,10.724997,9.654164,8.279164999999999,10.129165,10.816661,6.029161,10.962494000000001,9.024993,9.308330000000002,6.233327,8.154162,8.683332,9.187491999999999,-0.037503,9.566665,9.099992,0.0,-0.04579120879121001,-0.10683516483516504,-0.015256410256411806,0.03050549450549658,-0.13737362637362352,-0.0152564102564053,0.07629670329670007,-0.0152564102564053,-0.09158241758241675,0.061047619047615305,0.03053846153845846,-0.06107692307692343,0.0915824175824177,-0.04579120879121001,0.04576190476190839
