POINT,TIME,V_GATE,I_CH0,I_CH1,I_CH2,I_CH3,I_CH4,I_CH5,I_CH6,I_CH7,I_CH8,I_CH9,I_CH10,I_CH11,I_CH12,I_CH13,I_CH14,I_CH15
14,5.748,-0.36,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05
15,6.159,-0.35,8.1104168e-05,8.1087499e-05,8.1079168e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1091668e-05
16,6.569,-0.34,8.1104168e-05,8.1074999e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1091668e-05,8.1079168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
17,6.98,-0.33,8.110833e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
18,7.391,-0.32,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05
19,7.801,-0.31,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1079168e-05,8.1074999e-05,8.1087499e-05,8.1091668e-05,8.108333e-05,8.108333e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.108333e-05
20,8.212,-0.3,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1079168e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05
21,8.622,-0.29,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.108333e-05,8.1087499e-05,8.1087499e-05
22,9.033,-0.28,8.1104168e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
23,9.443,-0.27,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05
24,9.854,-0.26,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.109583e-05
25,10.265,-0.25,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05
26,10.675,-0.24,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
27,11.086,-0.23,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.109583e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1079168e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
28,11.496,-0.22,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.108333e-05,8.109583e-05
29,11.907,-0.21,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05
30,12.318,-0.2,8.1100006e-05,8.109583e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1079168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05
31,12.728,-0.19,8.1100006e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.109583e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.109583e-05
32,13.139,-0.18,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
33,13.549,-0.17,8.1100006e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.108333e-05,8.108333e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
34,13.96,-0.16,8.1104168e-05,8.109583e-05,8.1087499e-05,8.108333e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1079168e-05,8.1091668e-05,8.108333e-05,8.1087499e-05
35,14.371,-0.15,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05
36,14.781,-0.14,8.1104168e-05,8.1074999e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.109583e-05,8.1091668e-05,8.1087499e-05
37,15.192,-0.13,8.110833e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
38,15.602,-0.12,8.1104168e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1091668e-05,8.109583e-05,8.1079168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.109583e-05
39,16.013,-0.11,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
40,16.423,-0.1,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1079168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
41,16.834,-0.09,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05
42,17.245,-0.08,8.1100006e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1079168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
43,17.655,-0.07,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
44,18.066,-0.06,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05,8.1087499e-05,8.1091668e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
45,18.476,-0.05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1079168e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
46,18.887,-0.04,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1091668e-05
47,19.298,-0.03,8.1100006e-05,8.1091668e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05
48,19.708,-0.02,8.109583e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1079168e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
49,20.119,-0.01,8.1100006e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05,8.1079168e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05
50,20.529,0.0,8.1100006e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1091668e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.109583e-05,8.108333e-05,8.1087499e-05,8.109583e-05,8.109583e-05,8.1087499e-05,8.108333e-05
51,20.94,0.01,8.1100006e-05,8.1087499e-05,8.1079168e-05,8.1091668e-05,8.108333e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05
52,21.351,0.02,8.110833e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1079168e-05,8.109583e-05,8.108333e-05,8.1087499e-05
53,21.761,0.03,8.1104168e-05,8.1087499e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
54,22.172,0.04,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
55,22.582,0.05,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.108333e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
56,22.993,0.06,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05
57,23.403,0.07,8.1104168e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
58,23.814,0.08,8.1104168e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.108333e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05
59,24.225,0.09,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1074999e-05,8.1087499e-05,8.108333e-05,8.108333e-05,8.108333e-05,8.1087499e-05
60,24.635,0.1,8.1104168e-05,8.1087499e-05,8.108333e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
61,25.046,0.11,8.110833e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.109583e-05,8.108333e-05,8.1087499e-05
62,25.456,0.12,8.1104168e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
63,25.867,0.13,8.1100006e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
64,26.278,0.14,8.1104168e-05,8.1087499e-05,8.1091668e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
65,26.688,0.15,8.1100006e-05,8.108333e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05
66,27.099,0.16,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.108333e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05
67,27.509,0.17,8.1100006e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.109583e-05,8.1079168e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05
68,27.92,0.18,8.1104168e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
69,28.331,0.19,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1079168e-05,8.1087499e-05,8.108333e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1074999e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05
70,28.741,0.2,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
71,29.152,0.21,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
72,29.562,0.22,8.1104168e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1070837e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
73,29.973,0.23,8.109583e-05,8.1087499e-05,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
74,30.383,0.24,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1091668e-05,8.1087499e-05,8.109583e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05
75,30.794,0.25,8.1104168e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1074999e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1079168e-05,8.1087499e-05,8.1087499e-05
76,31.205,0.26,8.1100006e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05
77,31.615,0.27,8.1100006e-05,8.1087499e-05,8.108333e-05,8.1079168e-05,8.108333e-05,8.1087499e-05,8.1074999e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05
78,32.026,0.28,8.109583e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.108333e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05
79,32.436,0.29,8.1100006e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1087499e-05,8.108333e-05,8.1079168e-05,8.1079168e-05,8.1087499e-05,8.1087499e-05,8.1091668e-05,8.1091668e-05
