Repeat,VAR2,Point,D2__CH1__DRAIN Voltage,D2__CH1__DRAIN Current,D2__CH1__DRAIN Time,D2__CH2__GATE Voltage,D2__CH2__GATE Current,D2__CH2__GATE Time,transc
1,1,357,1.00E-01,6.12E-04,3.86E+01,1.50E-02,-8.33E-06,3.86E+01,-4.24E-04
1,1,358,1.00E-01,6.15E-04,3.87E+01,8.00E-03,-8.39E-06,3.87E+01,-4.23E-04
1,1,359,1.00E-01,6.18E-04,3.88E+01,9.99E-04,-8.39E-06,3.88E+01,-4.02E-04
1,1,360,1.00E-01,6.21E-04,3.89E+01,-6.00E-03,-8.44E-06,3.89E+01,-3.98E-04
1,1,361,1.00E-01,6.24E-04,3.90E+01,-1.30E-02,-8.49E-06,3.90E+01,-3.87E-04
1,1,362,1.00E-01,6.26E-04,3.91E+01,-2.00E-02,-8.54E-06,3.91E+01,-4.36E-04
1,1,363,1.00E-01,6.29E-04,3.93E+01,-2.70E-02,-8.30E-06,3.93E+01,-3.57E-04
1,1,364,1.00E-01,6.32E-04,3.94E+01,-3.40E-02,-8.47E-06,3.94E+01,-3.53E-04
1,1,365,1.00E-01,6.34E-04,3.95E+01,-4.10E-02,-8.58E-06,3.95E+01,-3.45E-04
1,1,366,1.00E-01,6.37E-04,3.96E+01,-4.80E-02,-8.69E-06,3.96E+01,-3.48E-04
1,1,367,1.00E-01,6.39E-04,3.97E+01,-5.50E-02,-8.80E-06,3.97E+01,-3.42E-04
1,1,368,1.00E-01,6.42E-04,3.98E+01,-6.20E-02,-8.88E-06,3.98E+01,-3.21E-04
1,1,369,1.00E-01,6.44E-04,3.99E+01,-6.90E-02,-9.03E-06,3.99E+01,-3.18E-04
1,1,370,1.00E-01,6.46E-04,4.00E+01,-7.60E-02,-9.18E-06,4.00E+01,-3.04E-04
1,1,371,1.00E-01,6.48E-04,4.01E+01,-8.30E-02,-9.38E-06,4.01E+01,-3.36E-04
1,1,372,1.00E-01,6.50E-04,4.03E+01,-9.00E-02,-9.35E-06,4.03E+01,-2.89E-04
1,1,373,1.00E-01,6.53E-04,4.04E+01,-9.70E-02,-9.61E-06,4.04E+01,-2.89E-04
1,1,374,1.00E-01,6.55E-04,4.05E+01,-1.04E-01,-9.81E-06,4.05E+01,-2.77E-04
1,1,375,1.00E-01,6.56E-04,4.06E+01,-1.11E-01,-1.00E-05,4.06E+01,-2.78E-04
1,1,376,1.00E-01,6.58E-04,4.07E+01,-1.18E-01,-1.02E-05,4.07E+01,-2.79E-04
1,1,377,1.00E-01,6.60E-04,4.08E+01,-1.25E-01,-1.03E-05,4.08E+01,-2.69E-04
1,1,378,1.00E-01,6.62E-04,4.09E+01,-1.32E-01,-1.05E-05,4.09E+01,-2.66E-04
1,1,379,1.00E-01,6.64E-04,4.10E+01,-1.39E-01,-1.07E-05,4.10E+01,-2.62E-04
1,1,380,1.00E-01,6.66E-04,4.11E+01,-1.46E-01,-1.09E-05,4.11E+01,-2.53E-04
1,1,381,1.00E-01,6.68E-04,4.12E+01,-1.53E-01,-1.10E-05,4.12E+01,-2.71E-04
1,1,382,1.00E-01,6.70E-04,4.13E+01,-1.60E-01,-1.11E-05,4.13E+01,-2.46E-04
1,1,383,1.00E-01,6.71E-04,4.14E+01,-1.67E-01,-1.13E-05,4.14E+01,-2.45E-04
1,1,384,1.00E-01,6.73E-04,4.15E+01,-1.74E-01,-1.15E-05,4.15E+01,-2.39E-04
1,1,385,1.00E-01,6.75E-04,4.16E+01,-1.81E-01,-1.17E-05,4.16E+01,-2.30E-04
1,1,386,1.00E-01,6.76E-04,4.17E+01,-1.88E-01,-1.19E-05,4.17E+01,-2.31E-04
1,1,387,1.00E-01,6.78E-04,4.18E+01,-1.95E-01,-1.20E-05,4.18E+01,-2.28E-04
1,1,388,1.00E-01,6.80E-04,4.19E+01,-2.02E-01,-1.22E-05,4.19E+01,-2.23E-04
1,1,389,1.00E-01,6.81E-04,4.20E+01,-2.09E-01,-1.24E-05,4.20E+01,-2.19E-04
1,1,390,1.00E-01,6.83E-04,4.21E+01,-2.16E-01,-1.25E-05,4.21E+01,-2.64E-04
1,1,391,1.00E-01,6.85E-04,4.23E+01,-2.23E-01,-1.24E-05,4.23E+01,-2.07E-04
1,1,392,1.00E-01,6.86E-04,4.24E+01,-2.30E-01,-1.27E-05,4.24E+01,-2.05E-04
1,1,393,1.00E-01,6.87E-04,4.25E+01,-2.37E-01,-1.29E-05,4.25E+01,-2.05E-04
1,1,394,1.00E-01,6.89E-04,4.26E+01,-2.44E-01,-1.31E-05,4.26E+01,-2.03E-04
1,1,395,1.00E-01,6.90E-04,4.27E+01,-2.51E-01,-1.33E-05,4.27E+01,-2.17E-04
1,1,396,1.00E-01,6.92E-04,4.28E+01,-2.58E-01,-1.34E-05,4.28E+01,-1.94E-04
1,1,397,1.00E-01,6.93E-04,4.29E+01,-2.65E-01,-1.36E-05,4.29E+01,-1.92E-04
1,1,398,1.00E-01,6.94E-04,4.30E+01,-2.72E-01,-1.38E-05,4.30E+01,-1.88E-04
1,1,399,1.00E-01,6.96E-04,4.31E+01,-2.79E-01,-1.40E-05,4.31E+01,-1.89E-04
1,1,400,1.00E-01,6.97E-04,4.32E+01,-2.86E-01,-1.42E-05,4.32E+01,-1.87E-04
1,1,401,1.00E-01,6.98E-04,4.33E+01,-2.93E-01,-1.45E-05,4.33E+01,-2.38E-03
