Repeat,Point,D2__CH1__DRAIN Voltage,D2__CH1__DRAIN Current,D2__CH1__DRAIN Time,D2__CH2__GATE Voltage,D2__CH2__GATE Current,D2__CH2__GATE Time
1,1,100.00000E-003,344.45800E-006,20.00000E-003,300.00000E-003,367.10000E-009,20.00000E-003
1,2,100.00000E-003,344.46600E-006,120.00000E-003,300.00000E-003,367.00000E-009,120.00000E-003
1,3,100.00000E-003,344.46400E-006,220.00000E-003,300.00000E-003,367.10000E-009,220.00000E-003
1,4,100.00000E-003,344.47500E-006,320.00000E-003,300.00000E-003,367.10000E-009,320.00000E-003
1,5,100.00000E-003,344.49300E-006,420.00000E-003,300.00000E-003,367.20000E-009,420.00000E-003
1,6,100.00000E-003,344.49000E-006,520.00000E-003,300.00000E-003,367.10000E-009,520.00000E-003
1,7,100.00000E-003,344.51400E-006,620.00000E-003,300.00000E-003,367.00000E-009,620.00000E-003
1,8,100.00000E-003,344.53300E-006,720.00000E-003,300.00000E-003,367.10000E-009,720.00000E-003
1,9,100.00000E-003,344.54500E-006,820.00000E-003,300.00000E-003,367.20000E-009,820.00000E-003
1,10,100.00000E-003,344.55800E-006,920.00000E-003,300.00000E-003,367.10000E-009,920.00000E-003
1,11,100.00000E-003,344.55000E-006,1.02000E+000,300.00000E-003,366.90000E-009,1.02000E+000
1,12,100.00000E-003,344.55500E-006,1.12000E+000,300.00000E-003,366.80000E-009,1.12000E+000
1,13,100.00000E-003,344.55200E-006,1.22000E+000,300.00000E-003,366.80000E-009,1.22000E+000
1,14,100.00000E-003,344.55800E-006,1.32000E+000,300.00000E-003,367.00000E-009,1.32000E+000
1,15,100.00000E-003,344.56800E-006,1.42000E+000,300.00000E-003,366.90000E-009,1.42000E+000
1,16,100.00000E-003,344.57300E-006,1.52000E+000,300.00000E-003,366.80000E-009,1.52000E+000
1,17,100.00000E-003,344.57600E-006,1.62000E+000,300.00000E-003,366.90000E-009,1.62000E+000
1,18,100.00000E-003,344.61800E-006,1.72000E+000,300.00000E-003,366.70000E-009,1.72000E+000
1,19,100.00000E-003,344.61700E-006,1.82000E+000,300.00000E-003,366.80000E-009,1.82000E+000
1,20,100.00000E-003,344.63500E-006,1.92000E+000,300.00000E-003,367.00000E-009,1.92000E+000
1,21,100.00000E-003,344.64800E-006,2.02000E+000,300.00000E-003,366.90000E-009,2.02000E+000
1,22,100.00000E-003,344.61400E-006,2.12000E+000,300.00000E-003,366.80000E-009,2.12000E+000
1,23,100.00000E-003,344.62300E-006,2.22000E+000,300.00000E-003,366.80000E-009,2.22000E+000
1,24,100.00000E-003,344.64400E-006,2.32000E+000,300.00000E-003,366.60000E-009,2.32000E+000
1,25,100.00000E-003,344.62900E-006,2.42000E+000,300.00000E-003,366.70000E-009,2.42000E+000
1,26,100.00000E-003,344.65900E-006,2.52000E+000,300.00000E-003,366.70000E-009,2.52000E+000
1,27,100.00000E-003,344.69300E-006,2.62000E+000,300.00000E-003,366.80000E-009,2.62000E+000
1,28,100.00000E-003,344.68700E-006,2.72000E+000,300.00000E-003,366.60000E-009,2.72000E+000
1,29,100.00000E-003,344.68300E-006,2.82000E+000,300.00000E-003,366.60000E-009,2.82000E+000
1,30,100.00000E-003,344.69300E-006,2.92000E+000,300.00000E-003,366.60000E-009,2.92000E+000
1,31,100.00000E-003,344.68500E-006,3.02000E+000,300.00000E-003,366.70000E-009,3.02000E+000
1,32,100.00000E-003,344.68800E-006,3.12000E+000,300.00000E-003,366.70000E-009,3.12000E+000
1,33,100.00000E-003,344.70500E-006,3.22000E+000,300.00000E-003,366.60000E-009,3.22000E+000
1,34,100.00000E-003,344.70700E-006,3.32000E+000,300.00000E-003,366.90000E-009,3.32000E+000
1,35,100.00000E-003,344.71500E-006,3.42000E+000,300.00000E-003,366.90000E-009,3.42000E+000
1,36,100.00000E-003,344.72800E-006,3.52000E+000,300.00000E-003,366.80000E-009,3.52000E+000
1,37,100.00000E-003,344.72800E-006,3.62000E+000,300.00000E-003,366.80000E-009,3.62000E+000
1,38,100.00000E-003,344.73000E-006,3.72000E+000,300.00000E-003,366.50000E-009,3.72000E+000
1,39,100.00000E-003,344.75600E-006,3.82000E+000,300.00000E-003,366.60000E-009,3.82000E+000
1,40,100.00000E-003,344.74900E-006,3.92000E+000,300.00000E-003,366.50000E-009,3.92000E+000
1,41,100.00000E-003,344.77700E-006,4.02000E+000,300.00000E-003,366.60000E-009,4.02000E+000
1,42,100.00000E-003,344.76900E-006,4.12000E+000,300.00000E-003,366.50000E-009,4.12000E+000
1,43,100.00000E-003,344.76100E-006,4.22000E+000,300.00000E-003,366.50000E-009,4.22000E+000
1,44,100.00000E-003,344.77500E-006,4.32000E+000,300.00000E-003,366.40000E-009,4.32000E+000
1,45,100.00000E-003,344.78800E-006,4.42000E+000,300.00000E-003,366.40000E-009,4.42000E+000
1,46,100.00000E-003,344.77600E-006,4.52000E+000,300.00000E-003,366.30000E-009,4.52000E+000
1,47,100.00000E-003,344.78800E-006,4.62000E+000,300.00000E-003,366.40000E-009,4.62000E+000
1,48,100.00000E-003,344.78000E-006,4.72000E+000,300.00000E-003,366.20000E-009,4.72000E+000
1,49,100.00000E-003,344.76900E-006,4.82000E+000,300.00000E-003,366.50000E-009,4.82000E+000
1,50,100.00000E-003,344.78200E-006,4.92000E+000,300.00000E-003,366.80000E-009,4.92000E+000
1,51,100.00000E-003,344.74700E-006,5.02000E+000,300.00000E-003,366.30000E-009,5.02000E+000
1,52,100.00000E-003,344.75800E-006,5.12000E+000,300.00000E-003,366.20000E-009,5.12000E+000
1,53,100.00000E-003,344.75500E-006,5.22000E+000,300.00000E-003,366.00000E-009,5.22000E+000
1,54,100.00000E-003,344.75900E-006,5.32000E+000,300.00000E-003,366.60000E-009,5.32000E+000
1,55,100.00000E-003,344.75800E-006,5.42000E+000,300.00000E-003,366.40000E-009,5.42000E+000
1,56,100.00000E-003,344.77900E-006,5.52000E+000,300.00000E-003,365.80000E-009,5.52000E+000
1,57,100.00000E-003,344.74300E-006,5.62000E+000,300.00000E-003,365.70000E-009,5.62000E+000
1,58,100.00000E-003,344.74700E-006,5.72000E+000,300.00000E-003,365.80000E-009,5.72000E+000
1,59,100.00000E-003,344.76300E-006,5.82000E+000,300.00000E-003,365.70000E-009,5.82000E+000
1,60,100.00000E-003,344.76200E-006,5.92000E+000,300.00000E-003,365.70000E-009,5.92000E+000
1,61,100.00000E-003,344.77700E-006,6.02000E+000,300.00000E-003,366.00000E-009,6.02000E+000
1,62,100.00000E-003,344.79100E-006,6.12000E+000,300.00000E-003,366.10000E-009,6.12000E+000
1,63,100.00000E-003,344.79800E-006,6.22000E+000,300.00000E-003,366.10000E-009,6.22000E+000
1,64,100.00000E-003,344.80800E-006,6.32000E+000,300.00000E-003,366.10000E-009,6.32000E+000
1,65,100.00000E-003,344.78600E-006,6.42000E+000,300.00000E-003,366.20000E-009,6.42000E+000
1,66,100.00000E-003,344.79700E-006,6.52000E+000,300.00000E-003,366.10000E-009,6.52000E+000
1,67,100.00000E-003,344.80900E-006,6.62000E+000,300.00000E-003,366.10000E-009,6.62000E+000
1,68,100.00000E-003,344.81200E-006,6.72000E+000,300.00000E-003,366.20000E-009,6.72000E+000
1,69,100.00000E-003,344.80400E-006,6.82000E+000,300.00000E-003,366.20000E-009,6.82000E+000
1,70,100.00000E-003,344.79800E-006,6.92000E+000,300.00000E-003,366.00000E-009,6.92000E+000
1,71,100.00000E-003,344.79700E-006,7.02000E+000,300.00000E-003,366.00000E-009,7.02000E+000
1,72,100.00000E-003,344.78200E-006,7.12000E+000,300.00000E-003,366.00000E-009,7.12000E+000
1,73,100.00000E-003,344.79700E-006,7.22000E+000,300.00000E-003,366.20000E-009,7.22000E+000
1,74,100.00000E-003,344.80800E-006,7.32000E+000,300.00000E-003,366.10000E-009,7.32000E+000
1,75,100.00000E-003,344.80200E-006,7.42000E+000,300.00000E-003,365.90000E-009,7.42000E+000
1,76,100.00000E-003,344.79500E-006,7.52000E+000,300.00000E-003,366.10000E-009,7.52000E+000
1,77,100.00000E-003,344.80700E-006,7.62000E+000,300.00000E-003,366.10000E-009,7.62000E+000
1,78,100.00000E-003,344.83800E-006,7.72000E+000,300.00000E-003,366.00000E-009,7.72000E+000
1,79,100.00000E-003,344.86500E-006,7.82000E+000,300.00000E-003,365.80000E-009,7.82000E+000
1,80,100.00000E-003,344.86300E-006,7.92000E+000,300.00000E-003,365.90000E-009,7.92000E+000
1,81,100.00000E-003,344.86000E-006,8.02000E+000,300.00000E-003,365.90000E-009,8.02000E+000
1,82,100.00000E-003,344.87600E-006,8.12000E+000,300.00000E-003,366.00000E-009,8.12000E+000
1,83,100.00000E-003,344.88900E-006,8.22000E+000,300.00000E-003,366.00000E-009,8.22000E+000
1,84,100.00000E-003,344.87400E-006,8.32000E+000,300.00000E-003,365.90000E-009,8.32000E+000
1,85,100.00000E-003,344.85700E-006,8.42000E+000,300.00000E-003,365.90000E-009,8.42000E+000
1,86,100.00000E-003,344.86500E-006,8.52000E+000,300.00000E-003,365.90000E-009,8.52000E+000
1,87,100.00000E-003,344.88900E-006,8.62000E+000,300.00000E-003,365.90000E-009,8.62000E+000
1,88,100.00000E-003,344.90800E-006,8.72000E+000,300.00000E-003,365.80000E-009,8.72000E+000
1,89,100.00000E-003,344.92500E-006,8.82000E+000,300.00000E-003,365.80000E-009,8.82000E+000
1,90,100.00000E-003,344.95100E-006,8.92000E+000,300.00000E-003,366.00000E-009,8.92000E+000
1,91,100.00000E-003,344.96800E-006,9.02000E+000,300.00000E-003,365.80000E-009,9.02000E+000
1,92,100.00000E-003,344.97800E-006,9.12000E+000,300.00000E-003,365.80000E-009,9.12000E+000
1,93,100.00000E-003,344.96800E-006,9.22000E+000,300.00000E-003,365.90000E-009,9.22000E+000
1,94,100.00000E-003,344.98500E-006,9.32000E+000,300.00000E-003,365.80000E-009,9.32000E+000
1,95,100.00000E-003,344.97200E-006,9.42000E+000,300.00000E-003,365.90000E-009,9.42000E+000
1,96,100.00000E-003,344.96700E-006,9.52000E+000,300.00000E-003,365.90000E-009,9.52000E+000
1,97,100.00000E-003,344.93800E-006,9.62000E+000,300.00000E-003,365.90000E-009,9.62000E+000
1,98,100.00000E-003,344.95200E-006,9.72000E+000,300.00000E-003,365.90000E-009,9.72000E+000
1,99,100.00000E-003,344.98600E-006,9.82000E+000,300.00000E-003,365.80000E-009,9.82000E+000
1,100,100.00000E-003,345.00500E-006,9.92000E+000,300.00000E-003,365.70000E-009,9.92000E+000
1,101,100.00000E-003,344.97000E-006,10.02000E+000,300.00000E-003,366.00000E-009,10.02000E+000
1,102,100.00000E-003,344.93600E-006,10.12000E+000,300.00000E-003,366.00000E-009,10.12000E+000
1,103,100.00000E-003,344.92600E-006,10.22000E+000,300.00000E-003,366.20000E-009,10.22000E+000
1,104,100.00000E-003,344.90700E-006,10.32000E+000,300.00000E-003,366.20000E-009,10.32000E+000
1,105,100.00000E-003,344.93700E-006,10.42000E+000,300.00000E-003,366.00000E-009,10.42000E+000
1,106,100.00000E-003,344.94200E-006,10.52000E+000,300.00000E-003,366.00000E-009,10.52000E+000
1,107,100.00000E-003,344.94000E-006,10.62000E+000,300.00000E-003,366.00000E-009,10.62000E+000
1,108,100.00000E-003,344.95900E-006,10.72000E+000,300.00000E-003,365.90000E-009,10.72000E+000
1,109,100.00000E-003,344.94000E-006,10.82000E+000,300.00000E-003,366.10000E-009,10.82000E+000
1,110,100.00000E-003,344.94100E-006,10.92000E+000,300.00000E-003,365.90000E-009,10.92000E+000
1,111,100.00000E-003,344.94600E-006,11.02000E+000,300.00000E-003,365.80000E-009,11.02000E+000
1,112,100.00000E-003,344.95600E-006,11.12000E+000,300.00000E-003,366.10000E-009,11.12000E+000
1,113,100.00000E-003,344.97300E-006,11.22000E+000,300.00000E-003,365.80000E-009,11.22000E+000
1,114,100.00000E-003,344.97300E-006,11.32000E+000,300.00000E-003,365.90000E-009,11.32000E+000
1,115,100.00000E-003,344.96700E-006,11.42000E+000,300.00000E-003,365.80000E-009,11.42000E+000
1,116,100.00000E-003,344.98500E-006,11.52000E+000,300.00000E-003,365.70000E-009,11.52000E+000
1,117,100.00000E-003,344.96800E-006,11.62000E+000,300.00000E-003,365.60000E-009,11.62000E+000
1,118,100.00000E-003,344.98500E-006,11.72000E+000,300.00000E-003,365.80000E-009,11.72000E+000
1,119,100.00000E-003,344.96100E-006,11.82000E+000,300.00000E-003,365.60000E-009,11.82000E+000
1,120,100.00000E-003,344.97900E-006,11.92000E+000,300.00000E-003,365.70000E-009,11.92000E+000
1,121,100.00000E-003,344.95200E-006,12.02000E+000,300.00000E-003,365.60000E-009,12.02000E+000
1,122,100.00000E-003,344.96600E-006,12.12000E+000,300.00000E-003,365.80000E-009,12.12000E+000
1,123,100.00000E-003,344.98400E-006,12.22000E+000,300.00000E-003,365.90000E-009,12.22000E+000
1,124,100.00000E-003,344.96200E-006,12.32000E+000,300.00000E-003,365.80000E-009,12.32000E+000
1,125,100.00000E-003,344.94400E-006,12.42000E+000,300.00000E-003,365.80000E-009,12.42000E+000
1,126,100.00000E-003,344.96300E-006,12.52000E+000,300.00000E-003,365.90000E-009,12.52000E+000
1,127,100.00000E-003,344.94800E-006,12.62000E+000,300.00000E-003,365.80000E-009,12.62000E+000
1,128,100.00000E-003,344.97500E-006,12.72000E+000,300.00000E-003,365.70000E-009,12.72000E+000
1,129,100.00000E-003,344.97200E-006,12.82000E+000,300.00000E-003,365.80000E-009,12.82000E+000
1,130,100.00000E-003,344.99800E-006,12.92000E+000,300.00000E-003,365.70000E-009,12.92000E+000
1,131,100.00000E-003,344.98400E-006,13.02000E+000,300.00000E-003,365.80000E-009,13.02000E+000
1,132,100.00000E-003,345.00500E-006,13.12000E+000,300.00000E-003,365.90000E-009,13.12000E+000
1,133,100.00000E-003,345.02100E-006,13.22000E+000,300.00000E-003,365.80000E-009,13.22000E+000
1,134,100.00000E-003,345.03200E-006,13.32000E+000,300.00000E-003,365.80000E-009,13.32000E+000
1,135,100.00000E-003,345.00600E-006,13.42000E+000,300.00000E-003,365.70000E-009,13.42000E+000
1,136,100.00000E-003,345.01800E-006,13.52000E+000,300.00000E-003,365.60000E-009,13.52000E+000
1,137,100.00000E-003,345.01300E-006,13.62000E+000,300.00000E-003,365.40000E-009,13.62000E+000
1,138,100.00000E-003,345.00900E-006,13.72000E+000,300.00000E-003,365.70000E-009,13.72000E+000
1,139,100.00000E-003,345.01700E-006,13.82000E+000,300.00000E-003,365.50000E-009,13.82000E+000
1,140,100.00000E-003,345.02700E-006,13.92000E+000,300.00000E-003,365.40000E-009,13.92000E+000
1,141,100.00000E-003,345.02200E-006,14.02000E+000,300.00000E-003,365.50000E-009,14.02000E+000
1,142,100.00000E-003,345.03100E-006,14.12000E+000,300.00000E-003,365.50000E-009,14.12000E+000
1,143,100.00000E-003,345.05600E-006,14.22000E+000,300.00000E-003,365.50000E-009,14.22000E+000
1,144,100.00000E-003,345.07100E-006,14.32000E+000,300.00000E-003,365.50000E-009,14.32000E+000
1,145,100.00000E-003,345.07300E-006,14.42000E+000,300.00000E-003,365.50000E-009,14.42000E+000
1,146,100.00000E-003,345.06900E-006,14.52000E+000,300.00000E-003,365.50000E-009,14.52000E+000
1,147,100.00000E-003,345.09400E-006,14.62000E+000,300.00000E-003,365.90000E-009,14.62000E+000
1,148,100.00000E-003,345.08000E-006,14.72000E+000,300.00000E-003,365.60000E-009,14.72000E+000
1,149,100.00000E-003,345.11400E-006,14.82000E+000,300.00000E-003,365.40000E-009,14.82000E+000
1,150,100.00000E-003,345.10300E-006,14.92000E+000,300.00000E-003,365.90000E-009,14.92000E+000
1,151,100.00000E-003,345.09400E-006,15.02000E+000,300.00000E-003,365.00000E-009,15.02000E+000
1,152,100.00000E-003,345.08100E-006,15.12000E+000,300.00000E-003,365.20000E-009,15.12000E+000
1,153,100.00000E-003,345.07900E-006,15.22000E+000,300.00000E-003,365.30000E-009,15.22000E+000
1,154,100.00000E-003,345.12400E-006,15.32000E+000,300.00000E-003,365.20000E-009,15.32000E+000
1,155,100.00000E-003,345.08900E-006,15.42000E+000,300.00000E-003,365.10000E-009,15.42000E+000
1,156,100.00000E-003,345.10300E-006,15.52000E+000,300.00000E-003,364.90000E-009,15.52000E+000
1,157,100.00000E-003,345.13000E-006,15.62000E+000,300.00000E-003,365.20000E-009,15.62000E+000
1,158,100.00000E-003,345.10300E-006,15.72000E+000,300.00000E-003,365.30000E-009,15.72000E+000
1,159,100.00000E-003,345.10000E-006,15.82000E+000,300.00000E-003,365.40000E-009,15.82000E+000
1,160,100.00000E-003,345.10900E-006,15.92000E+000,300.00000E-003,365.00000E-009,15.92000E+000
1,161,100.00000E-003,345.12200E-006,16.02000E+000,300.00000E-003,365.00000E-009,16.02000E+000
1,162,100.00000E-003,345.10600E-006,16.12000E+000,300.00000E-003,364.80000E-009,16.12000E+000
1,163,100.00000E-003,345.12100E-006,16.22000E+000,300.00000E-003,365.30000E-009,16.22000E+000
1,164,100.00000E-003,345.12700E-006,16.32000E+000,300.00000E-003,365.00000E-009,16.32000E+000
1,165,100.00000E-003,345.14600E-006,16.42000E+000,300.00000E-003,365.30000E-009,16.42000E+000
1,166,100.00000E-003,345.12100E-006,16.52000E+000,300.00000E-003,365.30000E-009,16.52000E+000
1,167,100.00000E-003,345.14700E-006,16.62000E+000,300.00000E-003,365.10000E-009,16.62000E+000
1,168,100.00000E-003,345.18300E-006,16.72000E+000,300.00000E-003,365.30000E-009,16.72000E+000
1,169,100.00000E-003,345.15300E-006,16.82000E+000,300.00000E-003,365.30000E-009,16.82000E+000
1,170,100.00000E-003,345.14800E-006,16.92000E+000,300.00000E-003,364.90000E-009,16.92000E+000
1,171,100.00000E-003,345.12900E-006,17.02000E+000,300.00000E-003,364.80000E-009,17.02000E+000
1,172,100.00000E-003,345.13900E-006,17.12000E+000,300.00000E-003,364.60000E-009,17.12000E+000
1,173,100.00000E-003,345.13800E-006,17.22000E+000,300.00000E-003,364.90000E-009,17.22000E+000
1,174,100.00000E-003,345.17000E-006,17.32000E+000,300.00000E-003,364.70000E-009,17.32000E+000
1,175,100.00000E-003,345.16800E-006,17.42000E+000,300.00000E-003,365.10000E-009,17.42000E+000
1,176,100.00000E-003,345.14500E-006,17.52000E+000,300.00000E-003,365.30000E-009,17.52000E+000
1,177,100.00000E-003,345.16300E-006,17.62000E+000,300.00000E-003,364.90000E-009,17.62000E+000
1,178,100.00000E-003,345.17100E-006,17.72000E+000,300.00000E-003,365.00000E-009,17.72000E+000
1,179,100.00000E-003,345.18200E-006,17.82000E+000,300.00000E-003,364.80000E-009,17.82000E+000
1,180,99.99990E-003,345.16900E-006,17.92000E+000,300.00000E-003,364.80000E-009,17.92000E+000
1,181,100.00000E-003,345.18100E-006,18.02000E+000,300.00000E-003,364.90000E-009,18.02000E+000
1,182,100.00000E-003,345.20500E-006,18.12000E+000,300.00000E-003,364.90000E-009,18.12000E+000
1,183,100.00000E-003,345.21300E-006,18.22000E+000,300.00000E-003,365.00000E-009,18.22000E+000
1,184,100.00000E-003,345.21000E-006,18.32000E+000,300.00000E-003,364.70000E-009,18.32000E+000
1,185,99.99990E-003,345.23900E-006,18.42000E+000,300.00000E-003,364.50000E-009,18.42000E+000
1,186,100.00000E-003,345.22100E-006,18.52000E+000,300.00000E-003,364.80000E-009,18.52000E+000
1,187,100.00000E-003,345.19300E-006,18.62000E+000,300.00000E-003,364.90000E-009,18.62000E+000
1,188,100.00000E-003,345.19100E-006,18.72000E+000,300.00000E-003,364.80000E-009,18.72000E+000
1,189,100.00000E-003,345.20600E-006,18.82000E+000,300.00000E-003,364.70000E-009,18.82000E+000
1,190,100.00000E-003,345.19800E-006,18.92000E+000,300.00000E-003,365.10000E-009,18.92000E+000
1,191,100.00000E-003,345.17900E-006,19.02000E+000,300.00000E-003,364.80000E-009,19.02000E+000
1,192,100.00000E-003,345.19300E-006,19.12000E+000,300.00000E-003,364.70000E-009,19.12000E+000
1,193,100.00000E-003,345.19900E-006,19.22000E+000,300.00000E-003,364.20000E-009,19.22000E+000
1,194,100.00000E-003,345.18800E-006,19.32000E+000,300.00000E-003,364.20000E-009,19.32000E+000
1,195,100.00000E-003,345.16600E-006,19.42000E+000,300.00000E-003,364.20000E-009,19.42000E+000
1,196,100.00000E-003,345.16900E-006,19.52000E+000,300.00000E-003,364.30000E-009,19.52000E+000
1,197,100.00000E-003,345.19600E-006,19.62000E+000,300.00000E-003,364.40000E-009,19.62000E+000
1,198,100.00000E-003,345.22100E-006,19.72000E+000,300.00000E-003,364.60000E-009,19.72000E+000
1,199,100.00000E-003,345.23500E-006,19.82000E+000,300.00000E-003,364.60000E-009,19.82000E+000
1,200,100.00000E-003,345.21000E-006,19.92000E+000,300.00000E-003,364.50000E-009,19.92000E+000
1,201,100.00000E-003,345.24000E-006,20.02000E+000,300.00000E-003,364.40000E-009,20.02000E+000
1,202,100.00000E-003,345.26900E-006,20.12000E+000,300.00000E-003,364.60000E-009,20.12000E+000
1,203,100.00000E-003,345.26600E-006,20.22000E+000,300.00000E-003,364.60000E-009,20.22000E+000
1,204,100.00000E-003,345.25600E-006,20.32000E+000,300.00000E-003,364.30000E-009,20.32000E+000
1,205,100.00000E-003,345.24500E-006,20.42000E+000,300.00000E-003,364.30000E-009,20.42000E+000
1,206,100.00000E-003,345.24400E-006,20.52000E+000,300.00000E-003,364.30000E-009,20.52000E+000
1,207,100.00000E-003,345.26900E-006,20.62000E+000,300.00000E-003,364.40000E-009,20.62000E+000
1,208,100.00000E-003,345.26800E-006,20.72000E+000,300.00000E-003,364.40000E-009,20.72000E+000
1,209,100.00000E-003,345.26100E-006,20.82000E+000,300.00000E-003,364.40000E-009,20.82000E+000
1,210,100.00000E-003,345.26900E-006,20.92000E+000,300.00000E-003,364.30000E-009,20.92000E+000
1,211,100.00000E-003,345.25500E-006,21.02000E+000,300.00000E-003,364.30000E-009,21.02000E+000
1,212,100.00000E-003,345.26100E-006,21.12000E+000,300.00000E-003,364.20000E-009,21.12000E+000
1,213,100.00000E-003,345.25200E-006,21.22000E+000,300.00000E-003,364.40000E-009,21.22000E+000
1,214,100.00000E-003,345.25800E-006,21.32000E+000,300.00000E-003,364.30000E-009,21.32000E+000
1,215,100.00000E-003,345.27000E-006,21.42000E+000,300.00000E-003,364.30000E-009,21.42000E+000
1,216,100.00000E-003,345.27600E-006,21.52000E+000,300.00000E-003,364.30000E-009,21.52000E+000
1,217,100.00000E-003,345.28400E-006,21.62000E+000,300.00000E-003,364.20000E-009,21.62000E+000
1,218,100.00000E-003,345.27200E-006,21.72000E+000,300.00000E-003,364.20000E-009,21.72000E+000
1,219,100.00000E-003,345.29400E-006,21.82000E+000,300.00000E-003,364.30000E-009,21.82000E+000
1,220,100.00000E-003,345.28800E-006,21.92000E+000,300.00000E-003,364.10000E-009,21.92000E+000
1,221,100.00000E-003,345.26700E-006,22.02000E+000,300.00000E-003,364.20000E-009,22.02000E+000
1,222,100.00000E-003,345.27500E-006,22.12000E+000,300.00000E-003,364.30000E-009,22.12000E+000
1,223,100.00000E-003,345.25700E-006,22.22000E+000,300.00000E-003,364.30000E-009,22.22000E+000
1,224,100.00000E-003,345.26200E-006,22.32000E+000,300.00000E-003,364.20000E-009,22.32000E+000
1,225,100.00000E-003,345.27200E-006,22.42000E+000,300.00000E-003,364.20000E-009,22.42000E+000
1,226,100.00000E-003,345.25800E-006,22.52000E+000,300.00000E-003,364.20000E-009,22.52000E+000
1,227,100.00000E-003,345.28200E-006,22.62000E+000,300.00000E-003,364.30000E-009,22.62000E+000
1,228,100.00000E-003,345.29800E-006,22.72000E+000,300.00000E-003,364.20000E-009,22.72000E+000
1,229,100.00000E-003,345.28600E-006,22.82000E+000,300.00000E-003,364.20000E-009,22.82000E+000
1,230,100.00000E-003,345.29100E-006,22.92000E+000,300.00000E-003,364.30000E-009,22.92000E+000
1,231,100.00000E-003,345.30900E-006,23.02000E+000,300.00000E-003,364.00000E-009,23.02000E+000
1,232,100.00000E-003,345.27900E-006,23.12000E+000,300.00000E-003,364.10000E-009,23.12000E+000
1,233,100.00000E-003,345.27800E-006,23.22000E+000,300.00000E-003,364.00000E-009,23.22000E+000
1,234,100.00000E-003,345.29200E-006,23.32000E+000,300.00000E-003,364.10000E-009,23.32000E+000
1,235,100.00000E-003,345.28200E-006,23.42000E+000,300.00000E-003,364.00000E-009,23.42000E+000
1,236,100.00000E-003,345.29100E-006,23.52000E+000,300.00000E-003,364.20000E-009,23.52000E+000
1,237,100.00000E-003,345.28800E-006,23.62000E+000,300.00000E-003,364.10000E-009,23.62000E+000
1,238,100.00000E-003,345.30700E-006,23.72000E+000,300.00000E-003,364.20000E-009,23.72000E+000
1,239,100.00000E-003,345.32000E-006,23.82000E+000,300.00000E-003,364.20000E-009,23.82000E+000
1,240,100.00000E-003,345.33800E-006,23.92000E+000,300.00000E-003,364.60000E-009,23.92000E+000
1,241,100.00000E-003,345.33500E-006,24.02000E+000,300.00000E-003,364.40000E-009,24.02000E+000
1,242,100.00000E-003,345.34300E-006,24.12000E+000,300.00000E-003,364.30000E-009,24.12000E+000
1,243,100.00000E-003,345.34200E-006,24.22000E+000,300.00000E-003,364.20000E-009,24.22000E+000
1,244,100.00000E-003,345.36200E-006,24.32000E+000,300.00000E-003,364.20000E-009,24.32000E+000
1,245,100.00000E-003,345.35400E-006,24.42000E+000,300.00000E-003,364.10000E-009,24.42000E+000
1,246,100.00000E-003,345.34800E-006,24.52000E+000,300.00000E-003,364.10000E-009,24.52000E+000
1,247,100.00000E-003,345.36000E-006,24.62000E+000,300.00000E-003,364.00000E-009,24.62000E+000
1,248,100.00000E-003,345.36400E-006,24.72000E+000,300.00000E-003,364.20000E-009,24.72000E+000
1,249,100.00000E-003,345.35800E-006,24.82000E+000,300.00000E-003,364.00000E-009,24.82000E+000
1,250,100.00000E-003,345.38700E-006,24.92000E+000,300.00000E-003,365.20000E-009,24.92000E+000
1,251,100.00000E-003,345.37100E-006,25.02000E+000,300.00000E-003,364.60000E-009,25.02000E+000
1,252,100.00000E-003,345.37800E-006,25.12000E+000,300.00000E-003,364.10000E-009,25.12000E+000
1,253,100.00000E-003,345.34400E-006,25.22000E+000,300.00000E-003,364.10000E-009,25.22000E+000
1,254,100.00000E-003,345.39100E-006,25.32000E+000,300.00000E-003,364.10000E-009,25.32000E+000
1,255,100.00000E-003,345.37600E-006,25.42000E+000,300.00000E-003,364.00000E-009,25.42000E+000
1,256,100.00000E-003,345.38300E-006,25.52000E+000,300.00000E-003,364.20000E-009,25.52000E+000
1,257,100.00000E-003,345.39000E-006,25.62000E+000,300.00000E-003,363.80000E-009,25.62000E+000
1,258,100.00000E-003,345.40100E-006,25.72000E+000,300.00000E-003,364.20000E-009,25.72000E+000
1,259,100.00000E-003,345.41800E-006,25.82000E+000,300.00000E-003,364.00000E-009,25.82000E+000
1,260,100.00000E-003,345.43400E-006,25.92000E+000,300.00000E-003,364.10000E-009,25.92000E+000
1,261,100.00000E-003,345.45700E-006,26.02000E+000,300.00000E-003,363.70000E-009,26.02000E+000
1,262,100.00000E-003,345.43000E-006,26.12000E+000,300.00000E-003,364.00000E-009,26.12000E+000
1,263,100.00000E-003,345.45000E-006,26.22000E+000,300.00000E-003,363.70000E-009,26.22000E+000
1,264,100.00000E-003,345.44900E-006,26.32000E+000,300.00000E-003,363.90000E-009,26.32000E+000
1,265,100.00000E-003,345.45200E-006,26.42000E+000,300.00000E-003,364.00000E-009,26.42000E+000
1,266,100.00000E-003,345.45300E-006,26.52000E+000,300.00000E-003,364.00000E-009,26.52000E+000
1,267,100.00000E-003,345.43600E-006,26.62000E+000,300.00000E-003,363.80000E-009,26.62000E+000
