POINT_IDX,TIME,V_GATE,I_CH0,I_CH1,I_CH2,I_CH3,I_CH4,I_CH5,I_CH6,I_CH7,I_CH8,I_CH9,I_CH10,I_CH11,I_CH12,I_CH13,I_CH14,I_CH15,DI/DT0,DI/DT1,DI/DT2,DI/DT3,DI/DT4,DI/DT5,DI/DT6,DI/DT7,DI/DT8,DI/DT9,DI/DT10,DI/DT11,DI/DT12,DI/DT13,DI/DT14,DI/DT15
40,10.903,0.75,14.541666000000001,14.979164,22.641667,22.899991999999997,23.412498,22.695827,14.129161999999999,23.912492999999998,4.174995,19.97083,14.187495,6.970827,19.991659000000002,4.183332,4.166659,4.199997,-0.12208791208790358,-0.0457912087912035,0.07632967032967497,0.15259340659340015,0.10683882783883182,0.1831355311355319,0.0457912087912035,-0.10683882783883182,0.01525274725274829,0.015249084249078268,0.3357655677655672,0.4578571428571441,0.2747179487179649,0.12212087912087848,0.030509157509156844,0.3510476190476204
41,11.175,0.75,14.545829999999999,14.970827,22.624994,22.92916,23.416662000000002,22.674998,14.141663,23.958333,4.174995,19.983332,14.17083,6.933331,19.941665,4.191661,4.195825,4.170831,0.015308823529402979,-0.030650735294121028,-0.06129779411765004,0.10723529411765462,0.015308823529422571,-0.07657720588236262,0.04595955882353054,0.16852941176471264,0.0,0.04596323529412255,-0.06126838235294005,-0.13785294117647037,-0.1838014705882412,0.030621323529411035,0.10722794117647058,-0.10722794117647058
42,11.448,0.75,14.591662000000001,14.979164,22.604163000000003,22.866663000000003,23.420827000000003,22.687498,14.174994,23.895827,4.137492000000001,19.962494,14.166665,6.9666630000000005,19.908333000000002,4.166659,4.170831,4.166659,0.16788278388279337,0.03053846153846497,-0.07630402930402061,-0.2289267399267289,0.015256410256411806,0.04578754578755625,0.12209157509157685,-0.22895970695970377,-0.13737362637362352,-0.07632967032967497,-0.015256410256411806,0.12209523809524037,-0.12209523809523061,-0.09158241758241675,-0.09155311355311514,-0.015282051282049909
43,11.721,0.75,14.612499999999999,14.958326,22.599999,22.879163000000002,23.412498,22.733331,14.162492,23.929168,4.17916,20.012498,14.208333,6.983327999999999,19.941665,4.15833,4.149993,4.154166,0.07632967032966197,-0.07632967032967497,-0.015252747252758051,0.04578754578754324,-0.030509157509169858,0.1678864468864406,-0.04579487179487027,0.1221282051282055,0.15263003663003533,0.18316483516484003,0.15263003663003533,0.06104395604395179,0.12209523809523061,-0.030509157509156844,-0.07632967032966848,-0.045761904761905135
44,11.993,0.75,14.612499999999999,14.970827,22.541666,22.912494000000002,23.387496,22.704164,14.183331,23.949997,4.166659,19.974994000000002,14.145828,6.979164,19.95833,4.191661,4.154166,4.183332,0.0,0.04595955882353054,-0.21445955882353318,0.12254044117647211,-0.09191911764706108,-0.1072316176470626,0.07661397058823705,0.07657720588234956,-0.04595955882353054,-0.13788235294117057,-0.22979779411764617,-0.01530882352940951,0.06126838235294005,0.12254044117646884,0.015341911764704987,0.10722794117647058
45,12.266,0.75,14.595827,14.987492,22.63333,22.92916,23.441664,22.662496,14.141663,23.887500000000003,4.15833,19.991659000000002,14.17083,6.933331,19.97083,4.183332,4.183332,4.162494,-0.06107326007325666,0.061043956043955044,0.3357655677655737,0.061047619047608796,0.19841758241758506,-0.1526300366300288,-0.15263003663004182,-0.2289267399267289,-0.030509157509156844,0.061043956043955044,0.09158241758242001,-0.16788644688644713,0.04578754578754324,-0.030509157509156844,0.10683516483516504,-0.07632967032967172
46,12.538,0.75,14.595827,14.966663,22.645831,22.891665,23.354165,22.620829,14.17083,23.879162,4.141665,19.933325999999997,14.166665,6.962498,19.962494,4.17916,4.174995,4.174995,0.0,-0.07657720588234956,0.04595955882353054,-0.13784926470588163,-0.3216875000000038,-0.15318750000000111,0.1072316176470626,-0.030654411764713042,-0.06126838235294332,-0.21445955882354625,-0.015312500000001525,0.10723161764705934,-0.030647058823529014,-0.015338235294116239,-0.030650735294117763,0.04595955882353054
47,12.811,0.75,14.620829,14.999993,22.662496,22.845832,23.408333000000002,22.604163000000003,14.195832,23.929168,4.174995,19.954165,14.191659,6.916665999999999,19.920825999999998,4.183332,4.166659,4.141665,0.09158241758242001,0.12208791208791009,0.061043956043955044,-0.1678864468864406,0.19841758241759808,-0.061047619047608796,0.0915824175824135,0.18317216117216056,0.12208791208791334,0.07633333333334175,0.09155311355311188,-0.16788278388278685,-0.15263003663004182,0.015282051282049909,-0.0305347985347982,-0.12208791208791334
48,13.083,0.75,14.516663,14.941661,22.658332,22.879163000000002,23.404162000000003,22.620829,14.158329,23.949997,4.170831,19.991659000000002,14.183331,6.899993,19.999997999999998,4.183332,4.166659,4.174995,-0.3829632352941213,-0.21445588235294116,-0.01530882352940951,0.12254044117647211,-0.015334558823527489,0.061272058823519,-0.13787867647058508,0.07657720588234956,-0.015308823529412775,0.13784558823530266,-0.03061764705881902,-0.06129779411764351,0.29107352941176373,0.0,0.0,0.12253676470588336
49,13.356,0.75,14.587497,14.974999,22.649996,22.912494000000002,23.404162000000003,22.691664,14.129161999999999,23.891664,4.170831,20.004161,14.187495,6.908329,19.924999,4.174995,4.15833,4.154166,0.25946520146520685,0.12211721611721821,-0.0305347985347982,0.12209157509157685,0.0,0.25946886446886064,-0.10683882783883182,-0.21367399267399687,0.0,0.04579487179486376,0.015252747252745037,0.0305347985347982,-0.27472161172160564,-0.030538461538461716,-0.030509157509156844,-0.07629670329670334
50,13.628,0.75,14.579161,14.958326,22.63333,22.866663000000003,23.387496,22.695827,14.158329,23.912492999999998,4.141665,19.916660999999998,14.17083,6.9583260000000005,19.966667,4.170831,4.187496,4.17916,-0.030647058823535543,-0.06129779411765004,-0.06127205882353206,-0.16849632352941063,-0.061272058823545125,0.015305147058830557,0.1072316176470626,0.07657720588234956,-0.10722794117647058,-0.3216911764705958,-0.06126838235294005,0.1838125000000009,0.15319117647059313,-0.015308823529412775,0.10722794117647058,0.09188970588235434
51,13.901,0.75,14.558331,14.941661,22.649996,22.875,23.370831000000003,22.679162,14.10416,23.858332,4.133328,19.891659,14.162492,6.937496,19.945828000000002,4.129163,4.162494,4.174995,-0.07630036630036034,-0.061043956043955044,0.061047619047621814,0.030538461538451956,-0.06104395604394203,-0.061043956043955044,-0.1984212454212453,-0.1983919413919307,-0.030538461538461716,-0.091582417582407,-0.03054212454212523,-0.07630036630036685,-0.07633333333332873,-0.15263003663003533,-0.09158241758242001,-0.015256410256411806
52,14.174,0.75,14.558331,14.958326,22.558332,22.808329999999998,23.354165,22.666662,14.158329,23.874997999999998,4.137492000000001,19.983332,14.187495,6.949997,19.974994000000002,4.145829,4.124999,4.145829,0.0,0.061043956043955044,-0.3357655677655737,-0.24421245421246185,-0.061047619047634824,-0.04578754578755625,0.1984212454212453,0.061047619047608796,0.015252747252751544,0.3357985347985356,0.09158608058608028,0.04579120879120675,0.10683516483516504,0.06104761904761856,-0.1373443223443219,-0.10683516483516504
